,element,fixture,opponent_team,total_points,was_home,round,minutes,value,id,first_name,last_name
4966,281,134,1,5,True,14,78,94,281,Marcus,Rashford
4967,281,144,7,3,True,15,75,94,281,Marcus,Rashford
4968,281,160,15,3,False,16,90,94,281,Marcus,Rashford
4969,281,186,14,2,False,19,90,94,281,Marcus,Rashford
4970,282,6,10,0,True,1,0,60,282,Donny,van de Beek
4971,282,19,16,0,False,2,0,59,282,Donny,van de Beek
4972,282,30,20,0,False,3,0,59,282,Donny,van de Beek
4973,282,38,14,1,True,4,5,58,282,Donny,van de Beek
4974,282,49,19,0,False,5,0,58,282,Donny,van de Beek
4975,282,58,2,0,True,6,0,58,282,Donny,van de Beek
4976,282,67,8,0,True,7,0,57,282,Donny,van de Beek
4977,282,75,9,0,False,8,0,57,282,Donny,van de Beek
4978,282,88,11,0,True,9,0,57,282,Donny,van de Beek
4979,282,98,17,0,False,10,0,57,282,Donny,van de Beek
4980,282,108,12,1,True,11,10,57,282,Donny,van de Beek
4981,282,119,18,7,False,12,45,57,282,Donny,van de Beek
4982,282,125,6,1,False,13,1,57,282,Donny,van de Beek
4983,282,134,1,1,True,14,1,57,282,Donny,van de Beek
4984,282,144,7,1,True,15,4,57,282,Donny,van de Beek
4985,282,160,15,1,False,16,2,57,282,Donny,van de Beek
4986,282,186,14,0,False,19,0,57,282,Donny,van de Beek
4987,283,8,18,0,False,1,0,45,283,Axel,Tuanzebe
4988,283,11,14,1,True,2,2,45,283,Axel,Tuanzebe
4989,283,21,3,2,True,3,90,45,283,Axel,Tuanzebe
4990,283,33,6,1,False,4,90,45,283,Axel,Tuanzebe
4991,283,41,8,6,True,5,90,45,283,Axel,Tuanzebe
4992,283,58,13,0,False,6,0,45,283,Axel,Tuanzebe
4993,283,68,17,0,False,7,0,45,283,Axel,Tuanzebe
4994,283,72,20,1,True,8,90,45,283,Axel,Tuanzebe
4995,283,81,1,0,False,9,45,45,283,Axel,Tuanzebe
4996,283,91,19,0,True,10,0,45,283,Axel,Tuanzebe
4997,283,109,16,1,False,11,90,45,283,Axel,Tuanzebe
4998,283,111,4,0,True,12,0,45,283,Axel,Tuanzebe
4999,283,126,7,0,False,13,0,45,283,Axel,Tuanzebe
5000,283,131,12,0,True,14,0,44,283,Axel,Tuanzebe
5001,283,141,9,1,True,15,6,44,283,Axel,Tuanzebe
5002,283,158,11,0,False,16,0,44,283,Axel,Tuanzebe
5003,283,167,15,1,False,17,2,44,283,Axel,Tuanzebe
5004,283,181,6,0,True,19,0,44,283,Axel,Tuanzebe
5005,284,6,10,5,True,1,90,50,284,Victor,Lindelöf
5006,284,19,16,2,False,2,90,50,284,Victor,Lindelöf
5007,284,30,20,0,False,3,0,50,284,Victor,Lindelöf
5008,284,38,14,0,True,4,0,50,284,Victor,Lindelöf
5009,284,49,19,0,False,5,0,49,284,Victor,Lindelöf
5010,284,58,2,1,True,6,23,49,284,Victor,Lindelöf
5011,284,67,8,2,True,7,90,48,284,Victor,Lindelöf
5012,284,75,9,2,False,8,90,48,284,Victor,Lindelöf
5013,284,88,11,0,True,9,90,48,284,Victor,Lindelöf
5014,284,98,17,6,False,10,90,48,284,Victor,Lindelöf
5015,284,108,12,1,True,11,90,48,284,Victor,Lindelöf
5016,284,119,18,0,False,12,90,48,284,Victor,Lindelöf
5017,284,125,6,2,False,13,90,48,284,Victor,Lindelöf
5018,284,134,1,1,True,14,90,48,284,Victor,Lindelöf
5019,284,144,7,5,True,15,90,48,284,Victor,Lindelöf
5020,284,160,15,7,False,16,73,48,284,Victor,Lindelöf
5021,284,186,14,0,False,19,0,48,284,Victor,Lindelöf
5022,285,6,10,2,True,1,68,55,285,Scott,McTominay
5023,285,19,16,1,False,2,14,55,285,Scott,McTominay
5024,285,30,20,0,False,3,0,55,285,Scott,McTominay
5025,285,38,14,0,True,4,0,54,285,Scott,McTominay
5026,285,49,19,2,False,5,90,54,285,Scott,McTominay
5027,285,58,2,3,True,6,81,54,285,Scott,McTominay
5028,285,67,8,2,True,7,90,54,285,Scott,McTominay
5029,285,75,9,1,False,8,10,54,285,Scott,McTominay
5030,285,88,11,2,True,9,90,54,285,Scott,McTominay
5031,285,98,17,3,False,10,90,54,285,Scott,McTominay
5032,285,108,12,2,True,11,90,54,285,Scott,McTominay
5033,285,119,18,0,False,12,45,54,285,Scott,McTominay
5034,285,125,6,1,False,13,90,54,285,Scott,McTominay
5035,285,134,1,1,True,14,90,54,285,Scott,McTominay
5036,285,144,7,2,True,15,90,54,285,Scott,McTominay
5037,285,160,15,3,False,16,90,54,285,Scott,McTominay
5038,285,186,14,2,False,19,77,54,285,Scott,McTominay
5039,286,6,10,0,True,1,0,50,286,Eric,Bailly
5040,286,19,16,0,False,2,0,50,286,Eric,Bailly
5041,286,30,20,0,False,3,0,50,286,Eric,Bailly
5042,286,38,14,0,True,4,0,50,286,Eric,Bailly
5043,286,49,19,0,False,5,0,50,286,Eric,Bailly
5044,286,58,2,0,True,6,0,49,286,Eric,Bailly
5045,286,67,8,0,True,7,0,49,286,Eric,Bailly
5046,286,75,9,0,False,8,0,49,286,Eric,Bailly
5047,286,88,11,0,True,9,0,49,286,Eric,Bailly
5048,286,98,17,0,False,10,0,49,286,Eric,Bailly
5049,286,108,12,-2,True,11,45,49,286,Eric,Bailly
5050,286,119,18,0,False,12,0,49,286,Eric,Bailly
5051,286,125,6,1,False,13,90,49,286,Eric,Bailly
5052,286,134,1,0,True,14,0,49,286,Eric,Bailly
5053,286,144,7,0,True,15,0,49,286,Eric,Bailly
5054,286,160,15,1,False,16,16,49,286,Eric,Bailly
5055,286,186,14,0,False,19,0,49,286,Eric,Bailly
5056,287,6,10,2,True,1,74,60,287,Daniel,James
5057,287,19,16,0,False,2,0,60,287,Daniel,James
5058,287,30,20,1,False,3,52,60,287,Daniel,James
5059,287,36,11,1,True,4,22,60,287,Daniel,James
5060,287,46,14,2,False,5,60,60,287,Daniel,James
5061,287,56,19,1,True,6,45,60,287,Daniel,James
5062,287,65,18,3,True,7,90,60,287,Daniel,James
5063,287,79,16,2,False,8,90,60,287,Daniel,James
5064,287,87,20,2,True,9,90,60,287,Daniel,James
5065,287,97,15,5,False,10,76,60,287,Daniel,James
5066,287,107,9,2,True,11,90,60,287,Daniel,James
5067,287,118,17,8,False,12,90,60,287,Daniel,James
5068,287,123,4,3,False,13,90,60,287,Daniel,James
5069,287,133,7,3,True,14,90,60,287,Daniel,James
5070,287,143,3,2,True,15,90,60,287,Daniel,James
5071,287,155,6,5,False,16,87,60,287,Daniel,James
5072,287,170,12,1,False,17,45,60,287,Daniel,James
5073,287,173,1,0,True,18,0,60,287,Daniel,James
5074,288,6,10,2,True,1,90,55,288,Aaron,Wan-Bissaka
5075,288,19,16,2,False,2,90,55,288,Aaron,Wan-Bissaka
5076,288,30,20,8,False,3,90,55,288,Aaron,Wan-Bissaka
5077,288,38,14,2,True,4,90,55,288,Aaron,Wan-Bissaka
5078,288,49,19,2,False,5,90,54,288,Aaron,Wan-Bissaka
5079,288,58,2,2,True,6,90,54,288,Aaron,Wan-Bissaka
5080,288,67,8,2,True,7,90,54,288,Aaron,Wan-Bissaka
5081,288,75,9,-1,False,8,90,54,288,Aaron,Wan-Bissaka
5082,288,88,11,-1,True,9,90,53,288,Aaron,Wan-Bissaka
5083,288,98,17,7,False,10,90,53,288,Aaron,Wan-Bissaka
5084,288,108,12,1,True,11,90,53,288,Aaron,Wan-Bissaka
5085,288,119,18,0,False,12,90,52,288,Aaron,Wan-Bissaka
5086,288,125,6,2,False,13,90,52,288,Aaron,Wan-Bissaka
5087,288,134,1,0,True,14,0,52,288,Aaron,Wan-Bissaka
5088,288,144,7,0,True,15,0,52,288,Aaron,Wan-Bissaka
5089,288,160,15,0,False,16,0,51,288,Aaron,Wan-Bissaka
5090,288,186,14,0,False,19,0,51,288,Aaron,Wan-Bissaka
5091,289,6,10,8,True,1,90,75,289,Mason,Greenwood
5092,289,19,16,10,False,2,90,75,289,Mason,Greenwood
5093,289,30,20,8,False,3,89,76,289,Mason,Greenwood
5094,289,38,14,5,True,4,84,77,289,Mason,Greenwood
5095,289,49,19,2,False,5,72,77,289,Mason,Greenwood
5096,289,58,2,2,True,6,90,77,289,Mason,Greenwood
5097,289,67,8,1,True,7,90,77,289,Mason,Greenwood
5098,289,75,9,7,False,8,79,76,289,Mason,Greenwood
5099,289,88,11,1,True,9,45,76,289,Mason,Greenwood
5100,289,98,17,0,False,10,0,75,289,Mason,Greenwood
5101,289,108,12,2,True,11,66,75,289,Mason,Greenwood
5102,289,119,18,0,False,12,0,74,289,Mason,Greenwood
5103,289,125,6,0,False,13,0,73,289,Mason,Greenwood
5104,289,134,1,0,True,14,0,73,289,Mason,Greenwood
5105,289,144,7,4,True,15,28,72,289,Mason,Greenwood
5106,289,160,15,1,False,16,23,72,289,Mason,Greenwood
5107,289,186,14,1,False,19,45,72,289,Mason,Greenwood
5108,290,6,10,0,True,1,0,40,290,Brandon,Williams
5109,290,16,12,0,False,2,0,40,290,Brandon,Williams
5110,290,26,9,1,True,3,90,40,290,Brandon,Williams
5111,290,31,1,2,False,4,90,40,290,Brandon,Williams
5112,290,47,18,0,True,5,90,40,290,Brandon,Williams
5113,290,55,8,0,False,6,85,40,290,Brandon,Williams
5114,290,62,5,0,False,7,0,40,290,Brandon,Williams
5115,290,78,4,0,True,8,0,40,290,Brandon,Williams
5116,290,84,6,-1,False,9,45,40,290,Brandon,Williams
5117,290,97,10,0,True,10,0,40,290,Brandon,Williams
5118,290,102,3,2,False,11,90,40,290,Brandon,Williams
5119,290,117,16,1,True,12,90,40,290,Brandon,Williams
5120,290,130,20,7,True,13,90,39,290,Brandon,Williams
5121,290,138,14,3,False,14,72,39,290,Brandon,Williams
5122,290,147,17,1,False,15,90,39,290,Brandon,Williams
5123,290,160,13,0,True,16,0,39,290,Brandon,Williams
5124,290,167,2,0,True,17,90,39,290,Brandon,Williams
5125,290,187,1,0,True,19,90,39,290,Brandon,Williams
5126,291,9,19,1,True,1,69,55,291,Jonjo,Shelvey
5127,291,11,2,0,False,2,0,55,291,Jonjo,Shelvey
5128,291,25,16,0,True,3,0,54,291,Jonjo,Shelvey
5129,291,38,13,0,False,4,0,54,291,Jonjo,Shelvey
5130,291,46,10,0,True,5,0,54,291,Jonjo,Shelvey
5131,291,60,18,0,False,6,0,53,291,Jonjo,Shelvey
5132,291,70,20,0,False,7,0,53,291,Jonjo,Shelvey
5133,291,77,17,-2,True,8,22,53,291,Jonjo,Shelvey
5134,291,85,7,0,False,9,0,53,291,Jonjo,Shelvey
5135,291,96,6,1,True,10,9,53,291,Jonjo,Shelvey
5136,291,103,4,1,False,11,90,53,291,Jonjo,Shelvey
5137,291,116,3,2,True,12,90,53,291,Jonjo,Shelvey
5138,291,121,1,2,False,13,87,53,291,Jonjo,Shelvey
5139,291,138,15,2,True,14,90,53,291,Jonjo,Shelvey
5140,291,145,5,3,True,15,90,53,291,Jonjo,Shelvey
5141,291,157,9,2,False,16,84,53,291,Jonjo,Shelvey
5142,291,169,11,10,False,17,90,53,291,Jonjo,Shelvey
5143,291,175,12,0,True,18,0,53,291,Jonjo,Shelvey
5144,291,186,13,2,True,19,90,53,291,Jonjo,Shelvey
5145,292,9,19,3,True,1,90,50,292,Matt,Ritchie
5146,292,11,2,1,False,2,90,50,292,Matt,Ritchie
5147,292,25,16,1,True,3,90,50,292,Matt,Ritchie
5148,292,38,13,0,False,4,90,50,292,Matt,Ritchie
5149,292,46,10,1,True,5,90,50,292,Matt,Ritchie
5150,292,60,18,1,False,6,90,50,292,Matt,Ritchie
5151,292,70,20,1,False,7,90,50,292,Matt,Ritchie
5152,292,77,17,1,True,8,90,49,292,Matt,Ritchie
5153,292,85,7,1,False,9,90,49,292,Matt,Ritchie
5154,292,96,6,0,True,10,90,49,292,Matt,Ritchie
5155,292,103,4,2,False,11,90,49,292,Matt,Ritchie
5156,292,116,3,4,True,12,90,49,292,Matt,Ritchie
5157,292,121,1,0,False,13,66,49,292,Matt,Ritchie
5158,292,138,15,0,True,14,0,49,292,Matt,Ritchie
5159,292,145,5,0,True,15,0,49,292,Matt,Ritchie
5160,292,157,9,1,False,16,5,49,292,Matt,Ritchie
5161,292,169,11,1,False,17,75,49,292,Matt,Ritchie
5162,292,175,12,0,True,18,90,49,292,Matt,Ritchie
5163,292,186,13,0,True,19,0,49,292,Matt,Ritchie
5164,293,9,19,0,True,1,90,45,293,Ciaran,Clark
5165,293,11,2,0,False,2,0,45,293,Ciaran,Clark
5166,293,25,16,0,True,3,0,45,293,Ciaran,Clark
5167,293,38,13,1,False,4,83,44,293,Ciaran,Clark
5168,293,46,10,2,True,5,90,44,293,Ciaran,Clark
5169,293,60,18,2,False,6,90,44,293,Ciaran,Clark
5170,293,70,20,0,False,7,90,44,293,Ciaran,Clark
5171,293,77,17,0,True,8,90,44,293,Ciaran,Clark
5172,293,85,7,2,False,9,90,44,293,Ciaran,Clark
5173,293,96,6,1,True,10,90,44,293,Ciaran,Clark
5174,293,103,4,6,False,11,90,44,293,Ciaran,Clark
5175,293,116,3,1,True,12,90,44,293,Ciaran,Clark
5176,293,121,1,0,False,13,0,44,293,Ciaran,Clark
5177,293,138,15,-2,True,14,8,44,293,Ciaran,Clark
5178,293,145,5,0,True,15,0,44,293,Ciaran,Clark
5179,293,157,9,0,False,16,0,44,293,Ciaran,Clark
5180,293,169,11,0,False,17,0,44,293,Ciaran,Clark
5181,293,175,12,0,True,18,90,44,293,Ciaran,Clark
5182,293,186,13,0,True,19,0,44,293,Ciaran,Clark
5183,294,9,19,0,True,1,0,45,294,Karl,Darlow
5184,294,11,2,0,False,2,0,45,294,Karl,Darlow
5185,294,25,16,0,True,3,0,45,294,Karl,Darlow
5186,294,38,13,0,False,4,0,45,294,Karl,Darlow
5187,294,46,10,8,True,5,90,45,294,Karl,Darlow
5188,294,60,18,2,False,6,90,45,294,Karl,Darlow
5189,294,70,20,1,False,7,90,45,294,Karl,Darlow
5190,294,77,17,1,True,8,90,45,294,Karl,Darlow
5191,294,85,7,2,False,9,90,45,294,Karl,Darlow
5192,294,96,6,2,True,10,90,45,294,Karl,Darlow
5193,294,103,4,3,False,11,90,45,294,Karl,Darlow
5194,294,116,3,1,True,12,90,45,294,Karl,Darlow
5195,294,121,1,0,False,13,0,45,294,Karl,Darlow
5196,294,138,15,0,True,14,0,45,294,Karl,Darlow
5197,294,145,5,0,True,15,0,45,294,Karl,Darlow
5198,294,157,9,0,False,16,0,45,294,Karl,Darlow
5199,294,169,11,0,False,17,0,45,294,Karl,Darlow
5200,294,175,12,0,True,18,0,45,294,Karl,Darlow
5201,294,186,13,0,True,19,0,45,294,Karl,Darlow
5202,295,9,19,0,True,1,0,45,295,Martin,Dubravka
5203,295,11,2,0,False,2,0,45,295,Martin,Dubravka
5204,295,25,16,0,True,3,0,45,295,Martin,Dubravka
5205,295,38,13,0,False,4,0,45,295,Martin,Dubravka
5206,295,46,10,0,True,5,0,45,295,Martin,Dubravka
5207,295,60,18,0,False,6,0,44,295,Martin,Dubravka
5208,295,70,20,0,False,7,0,44,295,Martin,Dubravka
5209,295,77,17,0,True,8,0,44,295,Martin,Dubravka
5210,295,85,7,0,False,9,0,44,295,Martin,Dubravka
5211,295,96,6,0,True,10,0,44,295,Martin,Dubravka
5212,295,103,4,0,False,11,0,44,295,Martin,Dubravka
5213,295,116,3,0,True,12,0,44,295,Martin,Dubravka
5214,295,121,1,2,False,13,90,44,295,Martin,Dubravka
5215,295,138,15,3,True,14,90,44,295,Martin,Dubravka
5216,295,145,5,6,True,15,90,44,295,Martin,Dubravka
5217,295,157,9,0,False,16,90,44,295,Martin,Dubravka
5218,295,169,11,3,False,17,90,44,295,Martin,Dubravka
5219,295,175,12,1,True,18,90,44,295,Martin,Dubravka
5220,295,186,13,2,True,19,90,44,295,Martin,Dubravka
5221,296,9,19,6,True,1,84,75,296,Callum,Wilson
5222,296,11,2,1,False,2,90,75,296,Callum,Wilson
5223,296,25,16,9,True,3,68,75,296,Callum,Wilson
5224,296,38,13,0,False,4,0,74,296,Callum,Wilson
5225,296,46,10,0,True,5,0,74,296,Callum,Wilson
5226,296,60,18,0,False,6,0,74,296,Callum,Wilson
5227,296,70,20,0,False,7,0,73,296,Callum,Wilson
5228,296,77,17,8,True,8,76,73,296,Callum,Wilson
5229,296,85,7,5,False,9,90,73,296,Callum,Wilson
5230,296,96,6,2,True,10,90,73,296,Callum,Wilson
5231,296,103,4,1,False,11,90,73,296,Callum,Wilson
5232,296,116,3,1,True,12,90,74,296,Callum,Wilson
5233,296,121,1,2,False,13,90,74,296,Callum,Wilson
5234,296,138,15,9,True,14,90,74,296,Callum,Wilson
5235,296,145,5,9,True,15,90,74,296,Callum,Wilson
5236,296,157,9,2,False,16,90,75,296,Callum,Wilson
5237,296,169,11,1,False,17,11,75,296,Callum,Wilson
5238,296,175,12,2,True,18,90,74,296,Callum,Wilson
5239,296,186,13,1,True,19,45,74,296,Callum,Wilson
5240,297,9,19,0,True,1,0,50,297,Jeff,Hendrick
5241,297,11,2,0,False,2,0,50,297,Jeff,Hendrick
5242,297,25,16,0,True,3,0,49,297,Jeff,Hendrick
5243,297,38,13,1,False,4,5,49,297,Jeff,Hendrick
5244,297,46,10,0,True,5,0,49,297,Jeff,Hendrick
5245,297,60,18,0,False,6,0,49,297,Jeff,Hendrick
5246,297,70,20,6,False,7,54,48,297,Jeff,Hendrick
5247,297,77,17,0,True,8,0,48,297,Jeff,Hendrick
5248,297,85,7,0,False,9,0,48,297,Jeff,Hendrick
5249,297,96,6,0,True,10,0,48,297,Jeff,Hendrick
5250,297,103,4,0,False,11,0,48,297,Jeff,Hendrick
5251,297,116,3,0,True,12,0,48,297,Jeff,Hendrick
5252,297,121,1,0,False,13,0,48,297,Jeff,Hendrick
5253,297,138,15,0,True,14,0,48,297,Jeff,Hendrick
5254,297,145,5,0,True,15,0,48,297,Jeff,Hendrick
5255,297,157,9,0,False,16,0,48,297,Jeff,Hendrick
5256,297,169,11,0,False,17,0,48,297,Jeff,Hendrick
5257,297,175,12,1,True,18,10,48,297,Jeff,Hendrick
5258,297,186,13,0,True,19,0,48,297,Jeff,Hendrick
5259,298,9,19,1,True,1,20,55,298,Ryan,Fraser
5260,298,11,2,1,False,2,1,55,298,Ryan,Fraser
5261,298,25,16,4,True,3,6,54,298,Ryan,Fraser
5262,298,38,13,0,False,4,0,54,298,Ryan,Fraser
5263,298,46,10,1,True,5,28,54,298,Ryan,Fraser
5264,298,60,18,0,False,6,0,54,298,Ryan,Fraser
5265,298,70,20,0,False,7,0,54,298,Ryan,Fraser
5266,298,77,17,1,True,8,13,54,298,Ryan,Fraser
5267,298,85,7,2,False,9,65,54,298,Ryan,Fraser
5268,298,96,6,2,True,10,65,54,298,Ryan,Fraser
5269,298,103,4,0,False,11,0,53,298,Ryan,Fraser
5270,298,116,3,4,True,12,19,53,298,Ryan,Fraser
5271,298,121,1,2,False,13,90,53,298,Ryan,Fraser
5272,298,138,15,1,True,14,10,53,298,Ryan,Fraser
5273,298,145,5,0,True,15,0,53,298,Ryan,Fraser
5274,298,157,9,1,False,16,28,53,298,Ryan,Fraser
5275,298,169,11,1,False,17,86,53,298,Ryan,Fraser
5276,298,175,12,2,True,18,90,53,298,Ryan,Fraser
5277,298,186,13,2,True,19,74,53,298,Ryan,Fraser
5278,299,9,19,0,True,1,0,45,299,Jamaal,Lascelles
5279,299,11,2,1,False,2,90,45,299,Jamaal,Lascelles
5280,299,25,16,0,True,3,90,45,299,Jamaal,Lascelles
5281,299,38,13,0,False,4,90,44,299,Jamaal,Lascelles
5282,299,46,10,2,True,5,90,44,299,Jamaal,Lascelles
5283,299,60,18,0,False,6,0,44,299,Jamaal,Lascelles
5284,299,70,20,0,False,7,0,44,299,Jamaal,Lascelles
5285,299,77,17,1,True,8,90,44,299,Jamaal,Lascelles
5286,299,85,7,1,False,9,90,44,299,Jamaal,Lascelles
5287,299,96,6,0,True,10,90,44,299,Jamaal,Lascelles
5288,299,103,4,1,False,11,90,44,299,Jamaal,Lascelles
5289,299,116,3,5,True,12,90,44,299,Jamaal,Lascelles
5290,299,121,1,0,False,13,90,44,299,Jamaal,Lascelles
5291,299,138,15,0,True,14,0,44,299,Jamaal,Lascelles
5292,299,145,5,7,True,15,90,44,299,Jamaal,Lascelles
5293,299,157,9,0,False,16,90,44,299,Jamaal,Lascelles
5294,299,169,11,1,False,17,90,44,299,Jamaal,Lascelles
5295,299,175,12,0,True,18,90,44,299,Jamaal,Lascelles
5296,299,186,13,2,True,19,90,44,299,Jamaal,Lascelles
5297,300,9,19,0,True,1,0,55,300,Dwight,Gayle
5298,300,11,2,0,False,2,0,55,300,Dwight,Gayle
5299,300,25,16,0,True,3,0,54,300,Dwight,Gayle
5300,300,38,13,0,False,4,0,54,300,Dwight,Gayle
5301,300,46,10,0,True,5,0,54,300,Dwight,Gayle
5302,300,60,18,1,False,6,7,54,300,Dwight,Gayle
5303,300,70,20,1,False,7,13,53,300,Dwight,Gayle
5304,300,77,17,0,True,8,0,53,300,Dwight,Gayle
5305,300,85,7,0,False,9,0,53,300,Dwight,Gayle
5306,300,96,6,0,True,10,0,53,300,Dwight,Gayle
5307,300,103,4,1,False,11,1,53,300,Dwight,Gayle
5308,300,116,3,0,True,12,0,53,300,Dwight,Gayle
5309,300,121,1,0,False,13,0,53,300,Dwight,Gayle
5310,300,138,15,0,True,14,0,53,300,Dwight,Gayle
5311,300,145,5,0,True,15,0,52,300,Dwight,Gayle
5312,300,157,9,0,False,16,0,52,300,Dwight,Gayle
5313,300,169,11,0,False,17,0,52,300,Dwight,Gayle
5314,300,175,12,0,True,18,0,52,300,Dwight,Gayle
5315,300,186,13,1,True,19,7,52,300,Dwight,Gayle
5316,301,9,19,0,True,1,0,45,301,Paul,Dummett
5317,301,11,2,0,False,2,0,45,301,Paul,Dummett
5318,301,25,16,0,True,3,0,45,301,Paul,Dummett
5319,301,38,13,0,False,4,0,45,301,Paul,Dummett
5320,301,46,10,0,True,5,0,45,301,Paul,Dummett
5321,301,60,18,0,False,6,0,45,301,Paul,Dummett
5322,301,70,20,0,False,7,0,45,301,Paul,Dummett
5323,301,77,17,0,True,8,0,45,301,Paul,Dummett
5324,301,85,7,0,False,9,0,45,301,Paul,Dummett
5325,301,96,6,0,True,10,0,45,301,Paul,Dummett
5326,301,103,4,0,False,11,0,45,301,Paul,Dummett
5327,301,116,3,0,True,12,0,45,301,Paul,Dummett
5328,301,121,1,0,False,13,0,45,301,Paul,Dummett
5329,301,138,15,0,True,14,0,45,301,Paul,Dummett
5330,301,145,5,0,True,15,0,45,301,Paul,Dummett
5331,301,157,9,0,False,16,0,45,301,Paul,Dummett
5332,301,169,11,0,False,17,0,45,301,Paul,Dummett
5333,301,175,12,0,True,18,0,45,301,Paul,Dummett
5334,301,186,13,0,True,19,0,45,301,Paul,Dummett
5335,302,9,19,0,True,1,0,40,302,Javier,Manquillo
5336,302,11,2,0,False,2,0,40,302,Javier,Manquillo
5337,302,25,16,0,True,3,0,40,302,Javier,Manquillo
5338,302,38,13,7,False,4,76,40,302,Javier,Manquillo
5339,302,46,10,2,True,5,80,40,302,Javier,Manquillo
5340,302,60,18,1,False,6,90,40,302,Javier,Manquillo
5341,302,70,20,3,False,7,69,40,302,Javier,Manquillo
5342,302,77,17,4,True,8,90,40,302,Javier,Manquillo
5343,302,85,7,2,False,9,90,40,302,Javier,Manquillo
5344,302,96,6,1,True,10,90,40,302,Javier,Manquillo
5345,302,103,4,0,False,11,0,40,302,Javier,Manquillo
5346,302,116,3,0,True,12,0,40,302,Javier,Manquillo
5347,302,121,1,0,False,13,0,40,302,Javier,Manquillo
5348,302,138,15,2,True,14,90,40,302,Javier,Manquillo
5349,302,145,5,5,True,15,90,40,302,Javier,Manquillo
5350,302,157,9,-1,False,16,90,40,302,Javier,Manquillo
5351,302,169,11,1,False,17,90,40,302,Javier,Manquillo
5352,302,175,12,0,True,18,0,39,302,Javier,Manquillo
5353,302,186,13,1,True,19,90,39,302,Javier,Manquillo
5354,303,9,19,0,True,1,84,45,303,Emil,Krafth
5355,303,11,2,0,False,2,0,45,303,Emil,Krafth
5356,303,25,16,0,True,3,0,45,303,Emil,Krafth
5357,303,38,13,0,False,4,0,44,303,Emil,Krafth
5358,303,46,10,1,True,5,9,44,303,Emil,Krafth
5359,303,60,18,0,False,6,0,44,303,Emil,Krafth
5360,303,70,20,0,False,7,0,44,303,Emil,Krafth
5361,303,77,17,0,True,8,0,44,303,Emil,Krafth
5362,303,85,7,6,False,9,90,43,303,Emil,Krafth
5363,303,96,6,1,True,10,90,43,303,Emil,Krafth
5364,303,103,4,2,False,11,90,43,303,Emil,Krafth
5365,303,116,3,0,True,12,0,43,303,Emil,Krafth
5366,303,121,1,0,False,13,90,43,303,Emil,Krafth
5367,303,138,15,0,True,14,0,43,303,Emil,Krafth
5368,303,145,5,0,True,15,0,43,303,Emil,Krafth
5369,303,157,9,0,False,16,0,43,303,Emil,Krafth
5370,303,169,11,0,False,17,0,43,303,Emil,Krafth
5371,303,175,12,0,True,18,0,43,303,Emil,Krafth
5372,303,186,13,1,True,19,90,43,303,Emil,Krafth
5373,304,9,19,7,True,1,90,50,304,Jacob,Murphy
5374,304,11,2,1,False,2,90,50,304,Jacob,Murphy
5375,304,25,16,5,True,3,90,50,304,Jacob,Murphy
5376,304,38,13,1,False,4,13,50,304,Jacob,Murphy
5377,304,46,10,1,True,5,1,50,304,Jacob,Murphy
5378,304,60,18,1,False,6,11,50,304,Jacob,Murphy
5379,304,70,20,1,False,7,20,50,304,Jacob,Murphy
5380,304,77,17,4,True,8,13,50,304,Jacob,Murphy
5381,304,85,7,0,False,9,0,50,304,Jacob,Murphy
5382,304,96,6,0,True,10,0,50,304,Jacob,Murphy
5383,304,103,4,1,False,11,90,49,304,Jacob,Murphy
5384,304,116,3,2,True,12,90,49,304,Jacob,Murphy
5385,304,121,1,1,False,13,23,49,304,Jacob,Murphy
5386,304,138,15,0,True,14,0,49,304,Jacob,Murphy
5387,304,145,5,1,True,15,1,48,304,Jacob,Murphy
5388,304,157,9,1,False,16,28,48,304,Jacob,Murphy
5389,304,169,11,2,False,17,90,48,304,Jacob,Murphy
5390,304,175,12,2,True,18,90,48,304,Jacob,Murphy
5391,304,186,13,1,True,19,45,47,304,Jacob,Murphy
5392,305,9,19,0,True,1,0,45,305,Fabian,Schär
5393,305,11,2,0,False,2,90,45,305,Fabian,Schär
5394,305,25,16,0,True,3,90,45,305,Fabian,Schär
5395,305,38,13,0,False,4,0,44,305,Fabian,Schär
5396,305,46,10,0,True,5,0,44,305,Fabian,Schär
5397,305,60,18,0,False,6,0,44,305,Fabian,Schär
5398,305,70,20,0,False,7,0,44,305,Fabian,Schär
5399,305,77,17,0,True,8,0,43,305,Fabian,Schär
5400,305,85,7,0,False,9,0,43,305,Fabian,Schär
5401,305,96,6,0,True,10,0,43,305,Fabian,Schär
5402,305,103,4,0,False,11,0,43,305,Fabian,Schär
5403,305,116,3,1,True,12,70,43,305,Fabian,Schär
5404,305,121,1,1,False,13,90,43,305,Fabian,Schär
5405,305,138,15,2,True,14,90,43,305,Fabian,Schär
5406,305,145,5,11,True,15,90,43,305,Fabian,Schär
5407,305,157,9,0,False,16,90,43,305,Fabian,Schär
5408,305,169,11,1,False,17,90,43,305,Fabian,Schär
5409,305,175,12,0,True,18,0,43,305,Fabian,Schär
5410,305,186,13,2,True,19,90,43,305,Fabian,Schär
5411,306,9,19,2,True,1,90,45,306,Isaac,Hayden
5412,306,11,2,0,False,2,45,45,306,Isaac,Hayden
5413,306,25,16,0,True,3,0,45,306,Isaac,Hayden
5414,306,38,13,2,False,4,90,45,306,Isaac,Hayden
