,element,fixture,opponent_team,total_points,was_home,round,minutes,value,id,first_name,last_name
0,1,1,3,1,False,1,90,50,1,Bernd,Leno
1,1,18,6,2,True,2,90,50,1,Bernd,Leno
2,1,24,12,1,False,3,90,49,1,Bernd,Leno
3,1,31,15,0,True,4,0,49,1,Bernd,Leno
4,1,43,5,0,False,5,0,49,1,Bernd,Leno
5,1,51,17,0,True,6,0,48,1,Bernd,Leno
6,1,61,4,0,False,7,0,48,1,Bernd,Leno
7,1,71,7,0,True,8,0,47,1,Bernd,Leno
8,1,81,2,0,True,9,0,47,1,Bernd,Leno
9,1,93,9,0,False,10,0,47,1,Bernd,Leno
10,1,101,18,0,True,11,0,47,1,Bernd,Leno
11,1,114,11,0,False,12,0,46,1,Bernd,Leno
12,1,121,14,0,True,13,0,46,1,Bernd,Leno
13,1,134,13,0,False,14,0,46,1,Bernd,Leno
14,1,142,8,0,False,15,0,46,1,Bernd,Leno
15,1,151,16,0,True,16,0,46,1,Bernd,Leno
16,1,161,19,0,True,17,0,46,1,Bernd,Leno
17,1,173,10,0,False,18,0,46,1,Bernd,Leno
18,1,187,15,0,False,19,0,45,1,Bernd,Leno
19,2,1,3,0,False,1,0,40,2,Rúnar Alex,Rúnarsson
20,2,18,6,0,True,2,0,40,2,Rúnar Alex,Rúnarsson
21,2,24,12,0,False,3,0,40,2,Rúnar Alex,Rúnarsson
22,2,31,15,0,True,4,0,40,2,Rúnar Alex,Rúnarsson
23,2,43,5,0,False,5,0,40,2,Rúnar Alex,Rúnarsson
24,2,51,17,0,True,6,0,40,2,Rúnar Alex,Rúnarsson
25,2,61,4,0,False,7,0,40,2,Rúnar Alex,Rúnarsson
26,2,71,7,0,True,8,0,40,2,Rúnar Alex,Rúnarsson
27,2,81,2,0,True,9,0,40,2,Rúnar Alex,Rúnarsson
28,2,93,9,0,False,10,0,40,2,Rúnar Alex,Rúnarsson
29,2,101,18,0,True,11,0,40,2,Rúnar Alex,Rúnarsson
30,2,114,11,0,False,12,0,40,2,Rúnar Alex,Rúnarsson
31,2,121,14,0,True,13,0,40,2,Rúnar Alex,Rúnarsson
32,2,134,13,0,False,14,0,40,2,Rúnar Alex,Rúnarsson
33,2,142,8,0,False,15,0,40,2,Rúnar Alex,Rúnarsson
34,2,151,16,0,True,16,0,40,2,Rúnar Alex,Rúnarsson
35,2,161,19,0,True,17,0,40,2,Rúnar Alex,Rúnarsson
36,2,173,10,0,False,18,0,40,2,Rúnar Alex,Rúnarsson
37,2,187,15,0,False,19,0,40,2,Rúnar Alex,Rúnarsson
38,3,1,3,0,False,1,0,65,3,Willian,Willian
39,3,18,6,0,True,2,0,64,3,Willian,Willian
40,3,24,12,0,False,3,0,63,3,Willian,Willian
41,3,31,15,0,True,4,0,63,3,Willian,Willian
42,3,43,5,0,False,5,0,63,3,Willian,Willian
43,3,51,17,0,True,6,0,63,3,Willian,Willian
44,3,61,4,0,False,7,0,63,3,Willian,Willian
45,3,71,7,0,True,8,0,63,3,Willian,Willian
46,3,81,2,0,True,9,0,63,3,Willian,Willian
47,3,93,9,0,False,10,0,63,3,Willian,Willian
48,3,101,18,0,True,11,0,63,3,Willian,Willian
49,3,114,11,0,False,12,0,63,3,Willian,Willian
50,3,121,14,0,True,13,0,63,3,Willian,Willian
51,3,134,13,0,False,14,0,63,3,Willian,Willian
52,3,142,8,0,False,15,0,63,3,Willian,Willian
53,3,151,16,0,True,16,0,63,3,Willian,Willian
54,3,161,19,0,True,17,0,63,3,Willian,Willian
55,3,173,10,0,False,18,0,63,3,Willian,Willian
56,3,187,15,0,False,19,0,63,3,Willian,Willian
57,4,1,3,0,False,1,0,100,4,Pierre-Emerick,Aubameyang
58,4,18,6,1,True,2,29,99,4,Pierre-Emerick,Aubameyang
59,4,24,12,1,False,3,58,99,4,Pierre-Emerick,Aubameyang
60,4,31,15,9,True,4,90,99,4,Pierre-Emerick,Aubameyang
61,4,43,5,2,False,5,90,99,4,Pierre-Emerick,Aubameyang
62,4,51,17,7,True,6,90,99,4,Pierre-Emerick,Aubameyang
63,4,61,4,2,False,7,71,99,4,Pierre-Emerick,Aubameyang
64,4,71,7,9,True,8,90,99,4,Pierre-Emerick,Aubameyang
65,4,81,2,6,True,9,90,99,4,Pierre-Emerick,Aubameyang
66,4,93,9,2,False,10,90,100,4,Pierre-Emerick,Aubameyang
67,4,101,18,-1,True,11,90,100,4,Pierre-Emerick,Aubameyang
68,4,114,11,2,False,12,90,100,4,Pierre-Emerick,Aubameyang
69,4,121,14,1,True,13,75,99,4,Pierre-Emerick,Aubameyang
70,4,134,13,2,False,14,78,98,4,Pierre-Emerick,Aubameyang
71,4,142,8,1,False,15,5,97,4,Pierre-Emerick,Aubameyang
72,4,151,16,0,True,16,0,97,4,Pierre-Emerick,Aubameyang
73,4,161,19,0,True,17,0,96,4,Pierre-Emerick,Aubameyang
74,4,173,10,0,False,18,0,96,4,Pierre-Emerick,Aubameyang
75,4,187,15,0,False,19,0,96,4,Pierre-Emerick,Aubameyang
76,5,1,3,0,False,1,0,45,5,Cédric,Cédric
77,5,18,6,1,True,2,90,45,5,Cédric,Cédric
78,5,24,12,-1,False,3,90,44,5,Cédric,Cédric
79,5,31,15,1,True,4,8,44,5,Cédric,Cédric
80,5,43,5,0,False,5,0,44,5,Cédric,Cédric
81,5,51,17,0,True,6,0,43,5,Cédric,Cédric
82,5,61,4,0,False,7,0,43,5,Cédric,Cédric
83,5,71,7,0,True,8,0,43,5,Cédric,Cédric
84,5,81,2,0,True,9,0,43,5,Cédric,Cédric
85,5,93,9,0,False,10,0,42,5,Cédric,Cédric
86,5,101,18,0,True,11,0,42,5,Cédric,Cédric
87,5,114,11,0,False,12,0,42,5,Cédric,Cédric
88,5,121,14,0,True,13,0,42,5,Cédric,Cédric
89,5,134,13,0,False,14,0,42,5,Cédric,Cédric
90,5,142,8,0,False,15,0,42,5,Cédric,Cédric
91,5,151,16,0,True,16,0,42,5,Cédric,Cédric
92,5,161,19,0,True,17,0,42,5,Cédric,Cédric
93,5,173,10,1,False,18,26,42,5,Cédric,Cédric
94,5,187,15,0,False,19,0,42,5,Cédric,Cédric
95,6,1,3,0,False,1,0,85,6,Alexandre,Lacazette
96,6,18,6,0,True,2,0,84,6,Alexandre,Lacazette
97,6,24,12,1,False,3,31,84,6,Alexandre,Lacazette
98,6,31,15,0,True,4,0,84,6,Alexandre,Lacazette
99,6,43,5,0,False,5,0,84,6,Alexandre,Lacazette
100,6,51,17,0,True,6,0,84,6,Alexandre,Lacazette
101,6,61,4,1,False,7,18,83,6,Alexandre,Lacazette
102,6,71,7,5,True,8,23,83,6,Alexandre,Lacazette
103,6,81,2,2,True,9,67,83,6,Alexandre,Lacazette
104,6,93,9,1,False,10,57,83,6,Alexandre,Lacazette
105,6,101,18,2,True,11,68,83,6,Alexandre,Lacazette
106,6,114,11,2,False,12,66,83,6,Alexandre,Lacazette
107,6,121,14,1,True,13,14,83,6,Alexandre,Lacazette
108,6,134,13,1,False,14,11,83,6,Alexandre,Lacazette
109,6,142,8,2,False,15,84,83,6,Alexandre,Lacazette
110,6,151,16,7,True,16,82,83,6,Alexandre,Lacazette
111,6,161,19,3,True,17,87,83,6,Alexandre,Lacazette
112,6,173,10,5,False,18,90,84,6,Alexandre,Lacazette
113,6,187,15,11,False,19,90,85,6,Alexandre,Lacazette
114,7,1,3,2,False,1,90,50,7,Granit,Xhaka
115,7,18,6,2,True,2,90,50,7,Granit,Xhaka
116,7,24,12,-2,False,3,34,50,7,Granit,Xhaka
117,7,31,15,0,True,4,0,49,7,Granit,Xhaka
118,7,43,5,0,False,5,0,49,7,Granit,Xhaka
119,7,51,17,2,True,6,81,49,7,Granit,Xhaka
120,7,61,4,0,False,7,0,49,7,Granit,Xhaka
121,7,71,7,0,True,8,0,49,7,Granit,Xhaka
122,7,81,2,0,True,9,0,49,7,Granit,Xhaka
123,7,93,9,0,False,10,0,49,7,Granit,Xhaka
124,7,101,18,0,True,11,0,49,7,Granit,Xhaka
125,7,114,11,0,False,12,0,48,7,Granit,Xhaka
126,7,121,14,0,True,13,0,48,7,Granit,Xhaka
127,7,134,13,0,False,14,0,48,7,Granit,Xhaka
128,7,142,8,1,False,15,90,48,7,Granit,Xhaka
129,7,151,16,3,True,16,80,48,7,Granit,Xhaka
130,7,161,19,3,True,17,90,48,7,Granit,Xhaka
131,7,173,10,4,False,18,90,48,7,Granit,Xhaka
132,7,187,15,2,False,19,90,48,7,Granit,Xhaka
133,8,1,3,1,False,1,90,45,8,Pablo,Marí
134,8,18,6,0,True,2,90,45,8,Pablo,Marí
135,8,24,12,0,False,3,0,45,8,Pablo,Marí
136,8,31,15,0,True,4,0,44,8,Pablo,Marí
137,8,43,5,0,False,5,0,44,8,Pablo,Marí
138,8,51,17,0,True,6,0,43,8,Pablo,Marí
139,8,61,4,0,False,7,0,43,8,Pablo,Marí
140,8,71,7,0,True,8,0,43,8,Pablo,Marí
141,8,81,2,0,True,9,0,43,8,Pablo,Marí
142,8,93,9,0,False,10,0,43,8,Pablo,Marí
143,8,101,18,0,True,11,0,43,8,Pablo,Marí
144,8,114,11,0,False,12,0,42,8,Pablo,Marí
145,8,121,14,0,True,13,0,42,8,Pablo,Marí
146,8,134,13,0,False,14,0,42,8,Pablo,Marí
147,8,142,8,0,False,15,0,42,8,Pablo,Marí
148,8,151,16,0,True,16,0,42,8,Pablo,Marí
149,8,161,19,0,True,17,0,42,8,Pablo,Marí
150,8,173,10,0,False,18,0,42,8,Pablo,Marí
151,8,187,15,0,False,19,0,42,8,Pablo,Marí
152,9,1,3,0,False,1,0,50,9,Héctor,Bellerín
153,9,18,6,0,True,2,0,49,9,Héctor,Bellerín
154,9,24,12,0,False,3,0,48,9,Héctor,Bellerín
155,9,31,15,0,True,4,0,48,9,Héctor,Bellerín
156,9,43,5,0,False,5,0,48,9,Héctor,Bellerín
157,9,51,17,0,True,6,0,48,9,Héctor,Bellerín
158,9,61,4,0,False,7,0,48,9,Héctor,Bellerín
159,9,71,7,0,True,8,0,48,9,Héctor,Bellerín
160,9,81,2,0,True,9,0,48,9,Héctor,Bellerín
161,9,93,9,0,False,10,0,48,9,Héctor,Bellerín
162,9,101,18,0,True,11,0,48,9,Héctor,Bellerín
163,9,114,11,0,False,12,0,48,9,Héctor,Bellerín
164,9,121,14,0,True,13,0,48,9,Héctor,Bellerín
165,9,134,13,0,False,14,0,48,9,Héctor,Bellerín
166,9,142,8,0,False,15,0,48,9,Héctor,Bellerín
167,9,151,16,0,True,16,0,48,9,Héctor,Bellerín
168,9,161,19,0,True,17,0,48,9,Héctor,Bellerín
169,9,173,10,0,False,18,0,48,9,Héctor,Bellerín
170,9,187,15,0,False,19,0,48,9,Héctor,Bellerín
171,10,1,3,1,False,1,80,45,10,Calum,Chambers
172,10,18,6,0,True,2,0,45,10,Calum,Chambers
173,10,24,12,0,False,3,90,44,10,Calum,Chambers
174,10,31,15,0,True,4,0,44,10,Calum,Chambers
175,10,43,5,0,False,5,0,44,10,Calum,Chambers
176,10,51,17,0,True,6,0,43,10,Calum,Chambers
177,10,61,4,0,False,7,0,43,10,Calum,Chambers
178,10,71,7,0,True,8,0,43,10,Calum,Chambers
179,10,81,2,0,True,9,0,43,10,Calum,Chambers
180,10,93,9,0,False,10,0,42,10,Calum,Chambers
181,10,101,18,0,True,11,0,42,10,Calum,Chambers
182,10,114,11,0,False,12,0,42,10,Calum,Chambers
183,10,121,14,0,True,13,0,42,10,Calum,Chambers
184,10,134,13,0,False,14,0,42,10,Calum,Chambers
185,10,142,8,0,False,15,0,42,10,Calum,Chambers
186,10,151,16,0,True,16,0,42,10,Calum,Chambers
187,10,161,19,0,True,17,0,42,10,Calum,Chambers
188,10,173,10,0,False,18,0,42,10,Calum,Chambers
189,10,187,15,0,False,19,0,42,10,Calum,Chambers
190,11,1,3,0,False,1,0,45,11,Sead,Kolasinac
191,11,18,6,0,True,2,0,45,11,Sead,Kolasinac
192,11,24,12,-1,False,3,90,44,11,Sead,Kolasinac
193,11,31,15,0,True,4,0,44,11,Sead,Kolasinac
194,11,43,5,0,False,5,0,43,11,Sead,Kolasinac
195,11,51,17,0,True,6,0,43,11,Sead,Kolasinac
196,11,61,4,0,False,7,0,43,11,Sead,Kolasinac
197,11,71,7,0,True,8,0,43,11,Sead,Kolasinac
198,11,81,2,0,True,9,0,43,11,Sead,Kolasinac
199,11,93,9,1,False,10,1,43,11,Sead,Kolasinac
200,11,101,18,0,True,11,0,43,11,Sead,Kolasinac
201,11,114,11,0,False,12,0,43,11,Sead,Kolasinac
202,11,121,14,0,True,13,0,43,11,Sead,Kolasinac
203,11,134,13,0,False,14,0,43,11,Sead,Kolasinac
204,11,142,8,0,False,15,0,43,11,Sead,Kolasinac
205,11,151,16,0,True,16,0,43,11,Sead,Kolasinac
206,11,161,19,0,True,17,0,43,11,Sead,Kolasinac
207,11,173,10,0,False,18,0,43,11,Sead,Kolasinac
208,11,187,15,0,False,19,0,43,11,Sead,Kolasinac
209,12,1,3,0,False,1,0,45,12,Mohamed Naser,Elneny
210,12,18,6,0,True,2,0,45,12,Mohamed Naser,Elneny
211,12,24,12,1,False,3,45,45,12,Mohamed Naser,Elneny
212,12,31,15,0,True,4,0,45,12,Mohamed Naser,Elneny
213,12,43,5,0,False,5,0,45,12,Mohamed Naser,Elneny
214,12,51,17,0,True,6,0,45,12,Mohamed Naser,Elneny
215,12,61,4,0,False,7,0,45,12,Mohamed Naser,Elneny
216,12,71,7,0,True,8,0,45,12,Mohamed Naser,Elneny
217,12,81,2,0,True,9,0,45,12,Mohamed Naser,Elneny
218,12,93,9,0,False,10,0,45,12,Mohamed Naser,Elneny
219,12,101,18,1,True,11,4,45,12,Mohamed Naser,Elneny
220,12,114,11,1,False,12,6,44,12,Mohamed Naser,Elneny
221,12,121,14,1,True,13,5,44,12,Mohamed Naser,Elneny
222,12,134,13,5,False,14,90,44,12,Mohamed Naser,Elneny
223,12,142,8,0,False,15,0,44,12,Mohamed Naser,Elneny
224,12,151,16,0,True,16,0,44,12,Mohamed Naser,Elneny
225,12,161,19,0,True,17,0,44,12,Mohamed Naser,Elneny
226,12,173,10,0,False,18,0,44,12,Mohamed Naser,Elneny
227,12,187,15,1,False,19,15,44,12,Mohamed Naser,Elneny
228,13,1,3,0,False,1,0,55,13,Ainsley,Maitland-Niles
229,13,18,6,0,True,2,0,55,13,Ainsley,Maitland-Niles
230,13,24,12,1,False,3,19,54,13,Ainsley,Maitland-Niles
231,13,31,15,3,True,4,81,54,13,Ainsley,Maitland-Niles
232,13,43,5,1,False,5,15,54,13,Ainsley,Maitland-Niles
233,13,51,17,1,True,6,3,53,13,Ainsley,Maitland-Niles
234,13,61,4,1,False,7,1,53,13,Ainsley,Maitland-Niles
235,13,71,7,0,True,8,0,53,13,Ainsley,Maitland-Niles
236,13,81,2,1,True,9,17,53,13,Ainsley,Maitland-Niles
237,13,93,9,0,False,10,0,53,13,Ainsley,Maitland-Niles
238,13,101,18,3,True,11,90,53,13,Ainsley,Maitland-Niles
239,13,114,11,1,False,12,37,53,13,Ainsley,Maitland-Niles
240,13,121,14,0,True,13,0,53,13,Ainsley,Maitland-Niles
241,13,134,13,0,False,14,0,53,13,Ainsley,Maitland-Niles
242,13,142,8,0,False,15,0,53,13,Ainsley,Maitland-Niles
243,13,151,16,0,True,16,0,52,13,Ainsley,Maitland-Niles
244,13,161,19,0,True,17,0,52,13,Ainsley,Maitland-Niles
245,13,173,10,0,False,18,0,52,13,Ainsley,Maitland-Niles
246,13,187,15,0,False,19,0,52,13,Ainsley,Maitland-Niles
247,14,1,3,0,False,1,0,45,14,Rob,Holding
248,14,18,6,0,True,2,90,44,14,Rob,Holding
249,14,24,12,0,False,3,90,44,14,Rob,Holding
250,14,31,15,0,True,4,0,43,14,Rob,Holding
251,14,43,5,0,False,5,0,43,14,Rob,Holding
252,14,51,17,0,True,6,0,43,14,Rob,Holding
253,14,61,4,0,False,7,0,43,14,Rob,Holding
254,14,71,7,0,True,8,0,43,14,Rob,Holding
255,14,81,2,0,True,9,0,42,14,Rob,Holding
256,14,93,9,0,False,10,0,42,14,Rob,Holding
257,14,101,18,0,True,11,0,42,14,Rob,Holding
258,14,114,11,0,False,12,0,42,14,Rob,Holding
259,14,121,14,0,True,13,0,42,14,Rob,Holding
260,14,134,13,0,False,14,0,41,14,Rob,Holding
261,14,142,8,0,False,15,0,41,14,Rob,Holding
262,14,151,16,1,True,16,21,41,14,Rob,Holding
263,14,161,19,0,True,17,0,41,14,Rob,Holding
264,14,173,10,0,False,18,0,41,14,Rob,Holding
265,14,187,15,6,False,19,90,41,14,Rob,Holding
266,15,1,3,0,False,1,0,50,15,Thomas,Partey
267,15,18,6,0,True,2,0,50,15,Thomas,Partey
268,15,24,12,0,False,3,0,50,15,Thomas,Partey
269,15,31,15,0,True,4,28,50,15,Thomas,Partey
270,15,43,5,3,False,5,74,50,15,Thomas,Partey
271,15,51,17,2,True,6,90,50,15,Thomas,Partey
272,15,61,4,2,False,7,90,50,15,Thomas,Partey
273,15,71,7,2,True,8,80,50,15,Thomas,Partey
274,15,81,2,8,True,9,90,50,15,Thomas,Partey
275,15,93,9,3,False,10,90,50,15,Thomas,Partey
276,15,101,18,0,True,11,0,50,15,Thomas,Partey
277,15,114,11,2,False,12,83,50,15,Thomas,Partey
278,15,121,14,3,True,13,84,50,15,Thomas,Partey
279,15,134,13,2,False,14,90,50,15,Thomas,Partey
280,15,142,8,2,False,15,90,50,15,Thomas,Partey
281,15,151,16,3,True,16,90,50,15,Thomas,Partey
282,15,161,19,3,True,17,90,50,15,Thomas,Partey
283,15,173,10,2,False,18,90,50,15,Thomas,Partey
284,15,187,15,2,False,19,74,50,15,Thomas,Partey
285,16,1,3,1,False,1,90,50,16,Kieran,Tierney
286,16,18,6,1,True,2,65,50,16,Kieran,Tierney
287,16,24,12,0,False,3,90,49,16,Kieran,Tierney
288,16,31,15,7,True,4,90,49,16,Kieran,Tierney
289,16,43,5,6,False,5,77,49,16,Kieran,Tierney
290,16,51,17,2,True,6,90,49,16,Kieran,Tierney
291,16,61,4,6,False,7,90,49,16,Kieran,Tierney
292,16,71,7,1,True,8,90,49,16,Kieran,Tierney
293,16,81,2,0,True,9,0,49,16,Kieran,Tierney
294,16,93,9,0,False,10,0,49,16,Kieran,Tierney
295,16,101,18,0,True,11,0,49,16,Kieran,Tierney
296,16,114,11,0,False,12,0,48,16,Kieran,Tierney
297,16,121,14,0,True,13,0,48,16,Kieran,Tierney
298,16,134,13,0,False,14,0,47,16,Kieran,Tierney
299,16,142,8,12,False,15,64,47,16,Kieran,Tierney
300,16,151,16,12,True,16,90,47,16,Kieran,Tierney
301,16,161,19,7,True,17,90,47,16,Kieran,Tierney
302,16,173,10,2,False,18,90,48,16,Kieran,Tierney
303,16,187,15,13,False,19,90,48,16,Kieran,Tierney
304,17,1,3,2,False,1,90,75,17,Nicolas,Pépé
305,17,18,6,2,True,2,90,74,17,Nicolas,Pépé
306,17,24,12,0,False,3,0,73,17,Nicolas,Pépé
307,17,31,15,6,True,4,90,72,17,Nicolas,Pépé
308,17,43,5,3,False,5,90,72,17,Nicolas,Pépé
309,17,51,17,0,True,6,0,72,17,Nicolas,Pépé
310,17,61,4,1,False,7,27,71,17,Nicolas,Pépé
311,17,71,7,5,True,8,90,71,17,Nicolas,Pépé
312,17,81,2,0,True,9,0,71,17,Nicolas,Pépé
313,17,93,9,1,False,10,5,70,17,Nicolas,Pépé
314,17,101,18,0,True,11,0,70,17,Nicolas,Pépé
315,17,114,11,0,False,12,0,69,17,Nicolas,Pépé
316,17,121,14,0,True,13,0,69,17,Nicolas,Pépé
317,17,134,13,0,False,14,0,69,17,Nicolas,Pépé
318,17,142,8,0,False,15,0,69,17,Nicolas,Pépé
319,17,151,16,1,True,16,7,69,17,Nicolas,Pépé
320,17,161,19,0,True,17,0,69,17,Nicolas,Pépé
321,17,173,10,0,False,18,0,69,17,Nicolas,Pépé
322,17,187,15,4,False,19,12,69,17,Nicolas,Pépé
323,18,1,3,0,False,1,0,45,18,Lucas,Torreira
324,18,18,6,0,True,2,0,45,18,Lucas,Torreira
325,18,24,12,0,False,3,0,45,18,Lucas,Torreira
326,18,31,15,0,True,4,0,45,18,Lucas,Torreira
327,18,43,5,0,False,5,0,45,18,Lucas,Torreira
328,18,51,17,0,True,6,0,45,18,Lucas,Torreira
329,18,61,4,0,False,7,0,45,18,Lucas,Torreira
330,18,71,7,0,True,8,0,45,18,Lucas,Torreira
331,18,81,2,0,True,9,0,45,18,Lucas,Torreira
332,18,93,9,0,False,10,0,45,18,Lucas,Torreira
333,18,101,18,0,True,11,0,45,18,Lucas,Torreira
334,18,114,11,0,False,12,0,45,18,Lucas,Torreira
335,18,121,14,0,True,13,0,45,18,Lucas,Torreira
336,18,134,13,0,False,14,0,45,18,Lucas,Torreira
337,18,142,8,0,False,15,0,45,18,Lucas,Torreira
338,18,151,16,0,True,16,0,45,18,Lucas,Torreira
339,18,161,19,0,True,17,0,45,18,Lucas,Torreira
340,18,173,10,0,False,18,0,45,18,Lucas,Torreira
341,18,187,15,0,False,19,0,45,18,Lucas,Torreira
342,19,9,19,0,True,1,0,60,19,Joseph,Willock
343,19,11,2,2,False,2,89,60,19,Joseph,Willock
344,19,25,16,2,True,3,83,60,19,Joseph,Willock
345,19,38,13,2,False,4,85,60,19,Joseph,Willock
346,19,46,10,2,True,5,90,60,19,Joseph,Willock
347,19,60,18,2,False,6,82,59,19,Joseph,Willock
348,19,70,20,1,False,7,35,59,19,Joseph,Willock
349,19,77,17,2,True,8,76,59,19,Joseph,Willock
350,19,85,7,1,False,9,24,59,19,Joseph,Willock
351,19,96,6,1,True,10,24,58,19,Joseph,Willock
352,19,103,4,0,False,11,0,58,19,Joseph,Willock
353,19,116,3,2,True,12,70,58,19,Joseph,Willock
354,19,121,1,2,False,13,90,57,19,Joseph,Willock
355,19,138,15,3,True,14,72,57,19,Joseph,Willock
356,19,145,5,3,True,15,90,57,19,Joseph,Willock
357,19,157,9,2,False,16,90,57,19,Joseph,Willock
358,19,169,11,1,False,17,3,57,19,Joseph,Willock
359,19,175,12,1,True,18,45,57,19,Joseph,Willock
360,19,186,13,0,True,19,0,57,19,Joseph,Willock
361,20,1,3,0,False,1,0,55,20,Edward,Nketiah
362,20,18,6,0,True,2,0,55,20,Edward,Nketiah
363,20,24,12,0,False,3,0,55,20,Edward,Nketiah
364,20,31,15,0,True,4,0,54,20,Edward,Nketiah
365,20,43,5,0,False,5,0,54,20,Edward,Nketiah
366,20,51,17,0,True,6,0,54,20,Edward,Nketiah
367,20,61,4,0,False,7,0,54,20,Edward,Nketiah
368,20,71,7,0,True,8,0,54,20,Edward,Nketiah
369,20,81,2,0,True,9,0,54,20,Edward,Nketiah
370,20,93,9,0,False,10,0,54,20,Edward,Nketiah
371,20,101,18,0,True,11,0,54,20,Edward,Nketiah
372,20,114,11,0,False,12,0,54,20,Edward,Nketiah
373,20,121,14,0,True,13,0,54,20,Edward,Nketiah
374,20,134,13,1,False,14,11,54,20,Edward,Nketiah
375,20,142,8,1,False,15,19,54,20,Edward,Nketiah
376,20,151,16,0,True,16,0,54,20,Edward,Nketiah
377,20,161,19,1,True,17,8,54,20,Edward,Nketiah
378,20,173,10,0,False,18,0,54,20,Edward,Nketiah
379,20,187,15,0,False,19,0,54,20,Edward,Nketiah
380,21,1,3,2,False,1,90,55,21,Emile,Smith Rowe
381,21,18,6,2,True,2,90,55,21,Emile,Smith Rowe
382,21,24,12,2,False,3,90,54,21,Emile,Smith Rowe
383,21,31,15,1,True,4,28,54,21,Emile,Smith Rowe
384,21,43,5,3,False,5,60,53,21,Emile,Smith Rowe
385,21,51,17,12,True,6,87,53,21,Emile,Smith Rowe
386,21,61,4,3,False,7,90,53,21,Emile,Smith Rowe
387,21,71,7,2,True,8,90,54,21,Emile,Smith Rowe
388,21,81,2,13,True,9,90,54,21,Emile,Smith Rowe
389,21,93,9,9,False,10,89,55,21,Emile,Smith Rowe
390,21,101,18,8,True,11,85,57,21,Emile,Smith Rowe
391,21,114,11,2,False,12,90,58,21,Emile,Smith Rowe
392,21,121,14,3,True,13,90,59,21,Emile,Smith Rowe
393,21,134,13,7,False,14,69,60,21,Emile,Smith Rowe
394,21,142,8,0,False,15,0,61,21,Emile,Smith Rowe
395,21,151,16,0,True,16,0,61,21,Emile,Smith Rowe
396,21,161,19,6,True,17,24,60,21,Emile,Smith Rowe
397,21,173,10,6,False,18,12,60,21,Emile,Smith Rowe
398,21,187,15,6,False,19,8,61,21,Emile,Smith Rowe
399,22,1,3,1,False,1,31,65,22,Bukayo,Saka
400,22,18,6,2,True,2,60,64,22,Bukayo,Saka
401,22,24,12,1,False,3,45,63,22,Bukayo,Saka
402,22,31,15,3,True,4,90,63,22,Bukayo,Saka
403,22,43,5,6,False,5,90,63,22,Bukayo,Saka
404,22,51,17,13,True,6,86,62,22,Bukayo,Saka
405,22,61,4,3,False,7,89,63,22,Bukayo,Saka
406,22,71,7,0,True,8,45,64,22,Bukayo,Saka
407,22,81,2,2,True,9,90,64,22,Bukayo,Saka
408,22,93,9,6,False,10,84,63,22,Bukayo,Saka
409,22,101,18,3,True,11,90,63,22,Bukayo,Saka
410,22,114,11,2,False,12,90,63,22,Bukayo,Saka
411,22,121,14,8,True,13,63,63,22,Bukayo,Saka
412,22,134,13,1,False,14,20,63,22,Bukayo,Saka
413,22,142,8,2,False,15,90,62,22,Bukayo,Saka
414,22,151,16,5,True,16,90,62,22,Bukayo,Saka
415,22,161,19,6,True,17,90,62,22,Bukayo,Saka
416,22,173,10,7,False,18,77,62,22,Bukayo,Saka
417,22,187,15,16,False,19,77,63,22,Bukayo,Saka
418,23,1,3,0,False,1,0,50,23,Gabriel,Gabriel
419,23,18,6,0,True,2,0,50,23,Gabriel,Gabriel
420,23,24,12,0,False,3,0,50,23,Gabriel,Gabriel
421,23,31,15,8,True,4,90,50,23,Gabriel,Gabriel
422,23,43,5,7,False,5,90,50,23,Gabriel,Gabriel
423,23,51,17,2,True,6,90,50,23,Gabriel,Gabriel
424,23,61,4,6,False,7,90,50,23,Gabriel,Gabriel
425,23,71,7,1,True,8,90,50,23,Gabriel,Gabriel
426,23,81,2,2,True,9,90,50,23,Gabriel,Gabriel
427,23,93,9,15,False,10,90,50,23,Gabriel,Gabriel
428,23,101,18,5,True,11,90,50,23,Gabriel,Gabriel
429,23,114,11,0,False,12,90,51,23,Gabriel,Gabriel
430,23,121,14,8,True,13,90,51,23,Gabriel,Gabriel
431,23,134,13,1,False,14,90,51,23,Gabriel,Gabriel
432,23,142,8,1,False,15,90,51,23,Gabriel,Gabriel
433,23,151,16,11,True,16,68,51,23,Gabriel,Gabriel
434,23,161,19,6,True,17,90,52,23,Gabriel,Gabriel
435,23,173,10,2,False,18,90,52,23,Gabriel,Gabriel
436,23,187,15,6,False,19,90,53,23,Gabriel,Gabriel
437,24,1,3,0,False,1,0,45,24,Konstantinos,Mavropanos
438,24,18,6,0,True,2,0,45,24,Konstantinos,Mavropanos
439,24,24,12,0,False,3,0,45,24,Konstantinos,Mavropanos
440,24,31,15,0,True,4,0,45,24,Konstantinos,Mavropanos
441,24,43,5,0,False,5,0,45,24,Konstantinos,Mavropanos
442,24,51,17,0,True,6,0,45,24,Konstantinos,Mavropanos
443,24,61,4,0,False,7,0,45,24,Konstantinos,Mavropanos
444,24,71,7,0,True,8,0,45,24,Konstantinos,Mavropanos
445,24,81,2,0,True,9,0,45,24,Konstantinos,Mavropanos
446,24,93,9,0,False,10,0,45,24,Konstantinos,Mavropanos
447,24,101,18,0,True,11,0,45,24,Konstantinos,Mavropanos
448,24,114,11,0,False,12,0,45,24,Konstantinos,Mavropanos
