,name,element_type,Round,Squad,Opponent,total_points_y,Min_last_5,Gls_last_5,Ast_last_5,PK_last_5,PKatt_last_5,Sh_last_5,SoT_last_5,CrdY_last_5,CrdR_last_5,Touches_last_5,Press_last_5,Tkl_last_5,Int_last_5,Blocks_last_5,xG_last_5,npxG_last_5,xA_last_5,SCA_last_5,GCA_last_5,Cmp_last_5,Att_last_5,Cmp%_last_5,PrgDist_last_5,Carries_last_5,PrgDist.1_last_5,Succ_last_5,Att.1_last_5,Min_total,Gls_total,Ast_total,PK_total,PKatt_total,Sh_total,SoT_total,CrdY_total,CrdR_total,Touches_total,Press_total,Tkl_total,Int_total,Blocks_total,xG_total,npxG_total,xA_total,SCA_total,GCA_total,Cmp_total,Att_total,Cmp%_total,PrgDist_total,Carries_total,PrgDist.1_total,Succ_total,Att.1_total,deep_over_5_opp,deep_allowed_over_5_opp,missed_over_5_opp,npxG_over_5_opp,npxGA_over_5_opp,ppda_att_over_5_opp,ppda_def_over_5_opp,ppda_allowed_att_over_5_opp,ppda_allowed_def_over_5_opp,deep_over_5,deep_allowed_over_5,missed_over_5,npxG_over_5,npxGA_over_5,ppda_att_over_5,ppda_def_over_5
944,Ashley Westwood,M,13,Burnley,Aston Villa,3,90.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,62.8,13.0,0.8,1.2,0.8,3.3306690738754695e-17,0.0,0.12000000000000029,3.0,0.2,42.8,57.4,74.4999999999998,232.4,38.4,69.8,0.0,0.6,450.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,314.0,65.0,4.0,6.0,4.0,1.0824674490095276e-15,2.858824288409778e-15,0.6,15.0,1.0,214.0,287.0,372.5000000000008,1162.0,192.0,349.0,0.0,3.0,8.0,2.8,0.8,1.5143844000000004,0.7126388399999997,163.2,18.2,222.8,22.0,4.2,10.0,1.2,0.8071706000000001,1.8982059999999994,311.2,22.0
945,Ashley Westwood,M,14,Burnley,Wolves,1,90.0,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,58.2,11.2,0.6,1.4,0.4,0.020000000000000035,0.019999999999999678,0.12000000000000029,3.0,0.2,38.8,52.8,73.3199999999998,221.0,33.4,58.6,0.2,0.6,450.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,291.0,56.0,3.0,7.0,2.0,0.10000000000000109,0.10000000000000286,0.6,15.0,1.0,194.0,264.0,366.6000000000008,1105.0,167.0,293.0,1.0,3.0,4.4,8.4,1.6,1.151765199999999,1.1733623999999996,287.6,19.0,216.2,23.4,4.0,9.4,1.4,0.6974146000000001,1.7807549999999992,310.8,21.2
946,Ashley Westwood,M,15,Burnley,Leeds United,1,90.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,53.6,10.8,0.6,1.2,0.2,0.020000000000000035,0.019999999999999678,0.20000000000000026,2.8,0.2,35.6,49.0,72.1199999999998,207.8,27.4,62.0,0.2,0.6,450.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,268.0,54.0,3.0,6.0,1.0,0.10000000000000109,0.10000000000000286,1.0,14.0,1.0,178.0,245.0,360.6000000000008,1039.0,137.0,310.0,1.0,3.0,9.6,7.4,2.6,1.9064511999999998,2.686547999999999,162.6,23.4,293.8,19.4,5.2,8.0,0.6,0.9226212,1.602804999999999,273.8,22.8
682,Ayoze Pérez,M,15,Leicester City,Manchester Utd,1,31.6,0.2,0.0,0.0,0.0,1.2,0.4,0.0,0.0,20.4,7.4,0.6,0.2,0.4,0.11999999999999988,0.11999999999999922,0.08000000000000025,2.4,0.4,11.4,13.2,51.11999999999993,55.6,15.8,76.6,1.0,2.0,158.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,102.0,37.0,3.0,1.0,2.0,0.6000000000000009,0.6000000000000018,0.39999999999999925,12.0,2.0,57.0,66.0,255.60000000000056,278.0,79.0,383.0,5.0,10.0,7.0,6.4,1.4,2.053171399999999,1.5447839999999986,256.2,20.2,304.0,22.6,8.8,4.6,1.0,1.2274867999999992,0.9638455999999993,192.2,22.8
683,Ayoze Pérez,M,16,Leicester City,Crystal Palace,2,33.6,0.2,0.0,0.0,0.0,1.4,0.4,0.0,0.0,22.6,8.2,0.6,0.2,0.6,0.2599999999999999,0.25999999999999923,0.12000000000000025,2.6,0.4,13.0,15.0,68.89999999999993,58.2,17.0,80.4,1.0,2.0,168.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,113.0,41.0,3.0,1.0,3.0,1.3000000000000007,1.3000000000000016,0.5999999999999992,13.0,2.0,65.0,75.0,344.50000000000057,291.0,85.0,402.0,5.0,10.0,8.8,6.4,2.6,1.1920948000000007,1.975156599999999,272.2,20.8,219.2,20.8,7.2,4.4,1.0,1.1797787999999994,1.1254875999999991,220.8,23.4
673,Bailey Peacock-Farrell,G,13,Burnley,Aston Villa,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.942890293094024e-16,0.2,0.0,2.8,6.4,8.759999999999888,143.4,2.6,12.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.938893903907228e-16,1.8041124150158794e-15,-8.326672684688674e-16,1.0,0.0,14.0,32.0,43.80000000000051,717.0,13.0,62.0,0.0,0.0,8.0,2.8,0.8,1.5143844000000004,0.7126388399999997,163.2,18.2,222.8,22.0,4.2,10.0,1.2,0.8071706000000001,1.8982059999999994,311.2,22.0
674,Bailey Peacock-Farrell,G,14,Burnley,Wolves,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.942890293094024e-16,0.2,0.0,2.8,6.4,8.759999999999888,143.4,2.6,12.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.938893903907228e-16,1.8041124150158794e-15,-8.326672684688674e-16,1.0,0.0,14.0,32.0,43.80000000000051,717.0,13.0,62.0,0.0,0.0,4.4,8.4,1.6,1.151765199999999,1.1733623999999996,287.6,19.0,216.2,23.4,4.0,9.4,1.4,0.6974146000000001,1.7807549999999992,310.8,21.2
675,Bailey Peacock-Farrell,G,15,Burnley,Leeds United,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.942890293094024e-16,0.2,0.0,2.8,6.4,8.759999999999888,143.4,2.6,12.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.938893903907228e-16,1.8041124150158794e-15,-8.326672684688674e-16,1.0,0.0,14.0,32.0,43.80000000000051,717.0,13.0,62.0,0.0,0.0,9.6,7.4,2.6,1.9064511999999998,2.686547999999999,162.6,23.4,293.8,19.4,5.2,8.0,0.6,0.9226212,1.602804999999999,273.8,22.8
417,Ben Johnson,D,16,West Ham,Southampton,0,20.4,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,10.6,2.0,0.2,0.4,0.2,0.060000000000000074,0.059999999999999235,6.661338147750939e-17,0.0,0.0,6.2,9.0,43.7199999999999,46.2,6.8,21.6,0.4,0.6,102.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,53.0,10.0,1.0,2.0,1.0,0.3000000000000014,0.30000000000000093,-5.551115123125783e-16,0.0,0.0,31.0,45.0,218.60000000000022,231.0,34.0,108.0,2.0,3.0,6.0,6.0,0.6,0.9372419999999998,0.818136999999999,197.4,26.8,291.2,24.0,6.0,6.4,2.0,1.2862271999999992,1.5201031999999997,312.8,17.8
667,Ben Osborn,M,11,Sheffield Utd,Leicester City,1,34.6,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,21.6,7.6,1.0,0.0,0.4,0.019999999999999872,0.019999999999999206,1.9984014443252818e-16,0.2,0.0,12.8,18.0,41.25999999999989,78.8,13.8,37.6,0.2,0.2,173.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,108.0,38.0,5.0,0.0,2.0,0.1000000000000007,0.10000000000000181,-7.771561172376096e-16,1.0,0.0,64.0,90.0,206.3000000000005,394.0,69.0,188.0,1.0,1.0,5.0,6.8,1.2,1.3691695999999998,1.6230979999999993,309.6,17.8,260.8,21.6,6.8,9.2,1.8,1.2252063999999998,2.201229999999999,348.4,18.2
668,Ben Osborn,M,12,Sheffield Utd,Southampton,0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,5.6,0.4,0.2,0.4,0.0,0.0,1.9984014443252818e-16,0.2,0.0,7.6,10.8,42.37999999999989,43.6,7.4,20.8,0.2,0.2,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,28.0,2.0,1.0,2.0,6.938893903907228e-16,1.8041124150158794e-15,-7.771561172376096e-16,1.0,0.0,38.0,54.0,211.90000000000052,218.0,37.0,104.0,1.0,1.0,4.2,5.6,1.6,0.8306559999999996,1.437172599999999,214.6,26.8,274.4,24.0,5.8,8.8,1.8,1.1560135999999999,1.9987379999999988,343.0,18.4
669,Ben Osborn,M,13,Sheffield Utd,Manchester Utd,0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,3.4,0.2,0.2,0.4,0.0,0.0,1.9984014443252818e-16,0.2,0.0,4.8,6.2,30.199999999999886,32.2,4.0,13.2,0.2,0.2,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,17.0,1.0,1.0,2.0,6.938893903907228e-16,1.8041124150158794e-15,-7.771561172376096e-16,1.0,0.0,24.0,31.0,151.0000000000005,161.0,20.0,66.0,1.0,1.0,9.2,5.6,1.0,1.6619293999999993,1.1974157999999986,253.4,21.8,335.4,25.6,5.4,8.4,2.2,1.0623277999999998,2.075397999999999,327.2,19.2
670,Ben Osborn,M,14,Sheffield Utd,Brighton,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.4,0.2,0.2,0.4,0.0,0.0,1.9984014443252818e-16,0.0,0.0,3.4,4.2,16.199999999999886,31.2,2.4,7.6,0.2,0.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,1.0,1.0,2.0,6.938893903907228e-16,1.8041124150158794e-15,-7.771561172376096e-16,0.0,0.0,17.0,21.0,81.00000000000051,156.0,12.0,38.0,1.0,1.0,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4,230.0,21.6,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8
671,Ben Osborn,M,15,Sheffield Utd,Everton,2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,6.6,4.0,0.2,0.4,0.6,0.0,0.0,0.1000000000000002,0.2,0.0,3.6,5.0,21.199999999999886,31.8,3.2,13.0,0.2,0.2,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,20.0,1.0,2.0,3.0,6.938893903907228e-16,1.8041124150158794e-15,0.4999999999999992,1.0,0.0,18.0,25.0,106.00000000000051,159.0,16.0,65.0,1.0,1.0,4.4,8.2,0.6,1.2421424000000005,1.2359335999999992,311.2,18.0,221.8,25.0,5.8,7.6,2.0,1.2295355999999997,2.014841999999999,302.4,20.8
948,Ben White,D,11,Brighton,Southampton,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,49.2,14.8,2.8,1.4,1.4,3.3306690738754695e-17,0.0,3.0531133177191805e-16,0.8,0.2,32.4,39.8,81.41999999999979,161.6,28.0,45.8,0.2,0.4,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,246.0,74.0,14.0,7.0,7.0,1.0824674490095276e-15,2.858824288409778e-15,1.1102230246251565e-16,4.0,1.0,162.0,199.0,407.1000000000009,808.0,140.0,229.0,1.0,2.0,4.4,5.0,1.4,0.8615901999999995,1.240065399999999,243.6,25.4,315.0,26.6,6.8,3.2,1.0,0.9493490000000003,0.7760013999999998,236.4,20.0
949,Ben White,D,12,Brighton,Leicester City,1,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,45.0,13.0,2.4,1.4,1.6,3.3306690738754695e-17,0.0,3.0531133177191805e-16,0.8,0.2,28.0,36.0,76.3799999999998,138.4,24.8,38.8,0.4,0.6,440.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,65.0,12.0,7.0,8.0,1.0824674490095276e-15,2.858824288409778e-15,1.1102230246251565e-16,4.0,1.0,140.0,180.0,381.9000000000009,692.0,124.0,194.0,2.0,3.0,5.6,6.4,1.4,1.5000151999999995,1.5333585999999992,258.4,19.0,281.2,21.0,7.8,3.4,1.2,1.0945056000000002,0.8342383999999999,226.2,19.6
950,Ben White,D,13,Brighton,Fulham,6,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,46.4,8.4,1.4,1.4,1.4,3.3306690738754695e-17,0.0,3.0531133177191805e-16,0.4,0.2,31.0,38.4,78.95999999999978,181.2,26.4,50.0,0.4,0.6,440.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,232.0,42.0,7.0,7.0,7.0,1.0824674490095276e-15,2.858824288409778e-15,1.1102230246251565e-16,2.0,1.0,155.0,192.0,394.80000000000086,906.0,132.0,250.0,2.0,3.0,5.2,9.6,1.6,1.0971448000000006,1.7040939999999996,372.6,17.8,184.6,21.8,7.4,5.0,1.4,1.1879488000000005,0.9207023999999999,237.4,22.4
951,Ben White,D,14,Brighton,Sheffield Utd,2,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,49.6,8.6,1.8,1.2,1.6,3.3306690738754695e-17,0.0,3.0531133177191805e-16,0.4,0.2,32.4,41.2,77.59999999999978,210.4,30.2,56.6,0.6,1.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248.0,43.0,9.0,6.0,8.0,1.0824674490095276e-15,2.858824288409778e-15,1.1102230246251565e-16,2.0,1.0,162.0,206.0,388.00000000000085,1052.0,151.0,283.0,3.0,5.0,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8,157.4,17.6,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4
952,Ben White,D,15,Brighton,West Ham,1,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,54.8,7.0,1.6,0.8,1.4,3.3306690738754695e-17,0.0,3.0531133177191805e-16,0.2,0.0,37.4,47.2,77.59999999999978,239.2,35.4,92.6,0.6,1.4,421.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,274.0,35.0,8.0,4.0,7.0,1.0824674490095276e-15,2.858824288409778e-15,1.1102230246251565e-16,1.0,0.0,187.0,236.0,388.00000000000085,1196.0,177.0,463.0,3.0,7.0,5.2,7.0,1.8,1.1227997999999992,1.5448691999999995,304.0,18.8,198.2,18.8,7.0,5.2,1.4,1.2425140000000003,0.9106097999999996,207.4,22.0
953,Ben White,D,16,Brighton,Arsenal,0,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,6.4,1.4,0.6,1.4,3.3306690738754695e-17,0.0,3.0531133177191805e-16,0.2,0.0,37.0,47.0,76.97999999999979,235.0,34.6,91.0,0.6,1.8,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,32.0,7.0,3.0,7.0,1.0824674490095276e-15,2.858824288409778e-15,1.1102230246251565e-16,1.0,0.0,185.0,235.0,384.9000000000009,1175.0,173.0,455.0,3.0,9.0,9.0,4.6,1.4,0.9569090000000001,0.8947495999999996,226.8,19.8,258.2,17.2,7.4,6.2,1.6,1.3866398000000004,1.1321457999999995,189.2,21.2
489,Bernd Leno,G,11,Arsenal,Tottenham,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001253e-17,0.0,0.0,24.8,31.6,83.7599999999999,334.0,18.8,47.6,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,1.5543122344752192e-15,-6.106226635438361e-16,0.0,0.0,124.0,158.0,418.8000000000005,1670.0,94.0,238.0,0.0,0.0,3.8,6.0,0.2,0.9734392,0.942452799999999,257.6,19.8,242.6,20.4,6.8,9.0,1.2,0.8391982000000002,1.4168829999999997,258.0,22.8
490,Bernd Leno,G,12,Arsenal,Burnley,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001253e-17,0.0,0.0,24.8,32.0,82.37999999999991,365.4,18.4,46.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,1.5543122344752192e-15,-6.106226635438361e-16,0.0,0.0,124.0,160.0,411.90000000000055,1827.0,92.0,230.0,0.0,0.0,4.4,11.4,1.2,0.8092098000000002,1.8539659999999993,330.8,19.8,188.4,19.2,8.0,8.8,1.4,0.8103534000000001,1.3477743999999996,235.8,24.0
491,Bernd Leno,G,13,Arsenal,Southampton,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001253e-17,0.0,0.0,26.6,33.8,83.0799999999999,404.6,18.6,40.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,1.5543122344752192e-15,-6.106226635438361e-16,0.0,0.0,133.0,169.0,415.40000000000055,2023.0,93.0,201.0,0.0,0.0,5.2,4.8,1.0,1.0859359999999996,1.143519599999999,200.6,26.0,316.2,25.0,8.8,7.4,1.6,1.1336968000000003,1.4320267999999996,202.2,21.8
492,Bernd Leno,G,14,Arsenal,Everton,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001253e-17,0.0,0.0,25.8,34.6,77.0599999999999,412.0,17.6,40.8,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,1.5543122344752192e-15,-6.106226635438361e-16,0.0,0.0,129.0,173.0,385.3000000000005,2060.0,88.0,204.0,0.0,0.0,6.0,7.8,0.8,1.5599536000000005,1.3595767999999993,305.8,20.2,233.2,27.0,8.8,6.4,1.2,0.9878498000000002,1.2575127999999998,236.8,22.8
493,Bernd Leno,G,15,Arsenal,Chelsea,8,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001253e-17,0.0,0.0,27.2,31.8,86.6199999999999,358.2,17.4,41.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,1.5543122344752192e-15,-6.106226635438361e-16,0.0,0.0,136.0,159.0,433.10000000000053,1791.0,87.0,206.0,0.0,0.0,6.8,5.2,0.8,2.1710070000000004,0.5353075999999989,222.6,25.6,305.6,17.2,10.2,4.4,1.6,0.9438730000000002,0.9975215999999996,220.2,22.2
494,Bernd Leno,G,16,Arsenal,Brighton,6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001253e-17,0.0,0.0,26.4,33.8,77.5799999999999,387.2,17.4,38.4,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,1.5543122344752192e-15,-6.106226635438361e-16,0.0,0.0,132.0,169.0,387.90000000000055,1936.0,87.0,192.0,0.0,0.0,7.4,6.2,1.6,1.3866398000000004,1.1321457999999995,189.2,21.2,257.0,20.2,9.0,4.6,1.4,0.9569090000000001,0.8947495999999996,226.8,19.8
802,Billy Sharp,F,13,Sheffield Utd,Manchester Utd,0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,0.0,0.2,0.0,0.0,0.0,1.7763568394002506e-16,0.0,0.0,1.4,1.6,17.49999999999982,3.0,1.6,0.2,0.2,0.4,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,1.0,0.0,5.551115123125783e-16,2.3314683517128287e-15,-7.494005416219807e-16,0.0,0.0,7.0,8.0,87.50000000000036,15.0,8.0,1.0,1.0,2.0,9.2,5.6,1.0,1.6619293999999993,1.1974157999999986,253.4,21.8,335.4,25.6,5.4,8.4,2.2,1.0623277999999998,2.075397999999999,327.2,19.2
803,Billy Sharp,F,14,Sheffield Utd,Brighton,0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,0.0,0.2,0.0,0.0,0.0,1.7763568394002506e-16,0.0,0.0,1.4,1.6,17.49999999999982,3.0,1.6,0.2,0.2,0.4,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,1.0,0.0,5.551115123125783e-16,2.3314683517128287e-15,-7.494005416219807e-16,0.0,0.0,7.0,8.0,87.50000000000036,15.0,8.0,1.0,1.0,2.0,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4,230.0,21.6,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8
804,Billy Sharp,F,15,Sheffield Utd,Everton,0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,0.0,0.2,0.0,0.0,0.0,1.7763568394002506e-16,0.0,0.0,1.4,1.6,17.49999999999982,3.0,1.6,0.2,0.2,0.4,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,1.0,0.0,5.551115123125783e-16,2.3314683517128287e-15,-7.494005416219807e-16,0.0,0.0,7.0,8.0,87.50000000000036,15.0,8.0,1.0,1.0,2.0,4.4,8.2,0.6,1.2421424000000005,1.2359335999999992,311.2,18.0,221.8,25.0,5.8,7.6,2.0,1.2295355999999997,2.014841999999999,302.4,20.8
776,Bukayo Saka,M,11,Arsenal,Tottenham,2,73.4,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,43.8,8.6,0.2,0.6,2.0,0.13999999999999987,0.13999999999999935,0.14000000000000018,2.2,0.0,24.2,33.4,71.67999999999984,95.6,32.2,130.4,1.2,2.2,367.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,219.0,43.0,1.0,3.0,10.0,0.7000000000000011,0.700000000000002,0.6999999999999993,11.0,0.0,121.0,167.0,358.40000000000066,478.0,161.0,652.0,6.0,11.0,3.8,6.0,0.2,0.9734392,0.942452799999999,257.6,19.8,242.6,20.4,6.8,9.0,1.2,0.8391982000000002,1.4168829999999997,258.0,22.8
777,Bukayo Saka,M,12,Arsenal,Burnley,2,78.6,0.0,0.0,0.0,0.0,1.2,0.2,0.0,0.0,46.4,7.8,0.0,0.6,1.4,0.1399999999999999,0.13999999999999937,0.16000000000000017,2.2,0.0,26.4,36.4,71.67999999999984,102.4,37.0,144.2,1.8,2.8,393.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,232.0,39.0,0.0,3.0,7.0,0.7000000000000011,0.700000000000002,0.7999999999999993,11.0,0.0,132.0,182.0,358.40000000000066,512.0,185.0,721.0,9.0,14.0,4.4,11.4,1.2,0.8092098000000002,1.8539659999999993,330.8,19.8,188.4,19.2,8.0,8.8,1.4,0.8103534000000001,1.3477743999999996,235.8,24.0
778,Bukayo Saka,M,13,Arsenal,Southampton,2,78.6,0.0,0.0,0.0,0.0,1.6,0.4,0.0,0.0,45.6,8.2,0.0,0.2,1.0,0.23999999999999985,0.23999999999999932,0.16000000000000017,3.2,0.0,25.4,35.8,70.25999999999983,103.6,36.4,143.2,2.2,2.8,393.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,228.0,41.0,0.0,1.0,5.0,1.200000000000001,1.200000000000002,0.7999999999999993,16.0,0.0,127.0,179.0,351.30000000000064,518.0,182.0,716.0,11.0,14.0,5.2,4.8,1.0,1.0859359999999996,1.143519599999999,200.6,26.0,316.2,25.0,8.8,7.4,1.6,1.1336968000000003,1.4320267999999996,202.2,21.8
779,Bukayo Saka,M,14,Arsenal,Everton,2,78.6,0.0,0.0,0.0,0.0,1.8,0.6,0.0,0.0,44.8,8.8,0.4,0.4,0.8,0.23999999999999985,0.23999999999999932,0.16000000000000017,4.0,0.0,24.2,35.0,68.53999999999982,120.6,35.0,154.8,2.4,3.2,393.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,224.0,44.0,2.0,2.0,4.0,1.200000000000001,1.200000000000002,0.7999999999999993,20.0,0.0,121.0,175.0,342.7000000000006,603.0,175.0,774.0,12.0,16.0,6.0,7.8,0.8,1.5599536000000005,1.3595767999999993,305.8,20.2,233.2,27.0,8.8,6.4,1.2,0.9878498000000002,1.2575127999999998,236.8,22.8
780,Bukayo Saka,M,15,Arsenal,Chelsea,13,90.0,0.0,0.0,0.0,0.0,2.6,0.6,0.0,0.0,51.0,8.4,0.4,0.4,1.0,0.23999999999999985,0.23999999999999932,0.14000000000000018,4.0,0.0,28.2,39.4,71.67999999999982,133.6,39.8,155.0,2.0,2.8,450.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,255.0,42.0,2.0,2.0,5.0,1.200000000000001,1.200000000000002,0.6999999999999993,20.0,0.0,141.0,197.0,358.4000000000006,668.0,199.0,775.0,10.0,14.0,6.8,5.2,0.8,2.1710070000000004,0.5353075999999989,222.6,25.6,305.6,17.2,10.2,4.4,1.6,0.9438730000000002,0.9975215999999996,220.2,22.2
781,Bukayo Saka,M,16,Arsenal,Brighton,6,90.0,0.2,0.0,0.0,0.0,2.8,0.8,0.0,0.0,49.6,8.4,0.6,0.8,0.6,0.19999999999999987,0.19999999999999934,0.060000000000000164,3.8,0.2,26.4,37.6,70.19999999999982,133.4,36.8,148.2,1.6,2.2,450.0,1.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,248.0,42.0,3.0,4.0,3.0,1.000000000000001,1.000000000000002,0.29999999999999927,19.0,1.0,132.0,188.0,351.00000000000057,667.0,184.0,741.0,8.0,11.0,7.4,6.2,1.6,1.3866398000000004,1.1321457999999995,189.2,21.2,257.0,20.2,9.0,4.6,1.4,0.9569090000000001,0.8947495999999996,226.8,19.8
752,Callum Robinson,F,11,West Brom,Crystal Palace,1,44.4,0.0,0.0,0.0,0.0,1.4,0.2,0.0,0.0,21.8,5.6,0.6,0.0,0.2,0.03999999999999985,0.039999999999999314,0.060000000000000206,1.8,0.0,10.2,15.4,68.97999999999988,31.4,18.0,50.8,1.0,1.6,222.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,109.0,28.0,3.0,0.0,1.0,0.20000000000000112,0.200000000000002,0.29999999999999927,9.0,0.0,51.0,77.0,344.9000000000006,157.0,90.0,254.0,5.0,8.0,8.0,6.6,1.4,1.3466300000000009,1.2564325999999988,263.8,14.2,246.2,30.2,4.2,8.6,1.0,0.7465553999999999,1.8148313999999992,246.0,24.2
