,name,element_type,Round,Squad,Opponent,total_points_y,Min_last_5,Gls_last_5,Ast_last_5,PK_last_5,PKatt_last_5,Sh_last_5,SoT_last_5,CrdY_last_5,CrdR_last_5,Touches_last_5,Press_last_5,Tkl_last_5,Int_last_5,Blocks_last_5,xG_last_5,npxG_last_5,xA_last_5,SCA_last_5,GCA_last_5,Cmp_last_5,Att_last_5,Cmp%_last_5,PrgDist_last_5,Carries_last_5,PrgDist.1_last_5,Succ_last_5,Att.1_last_5,Min_total,Gls_total,Ast_total,PK_total,PKatt_total,Sh_total,SoT_total,CrdY_total,CrdR_total,Touches_total,Press_total,Tkl_total,Int_total,Blocks_total,xG_total,npxG_total,xA_total,SCA_total,GCA_total,Cmp_total,Att_total,Cmp%_total,PrgDist_total,Carries_total,PrgDist.1_total,Succ_total,Att.1_total,deep_over_5_opp,deep_allowed_over_5_opp,missed_over_5_opp,npxG_over_5_opp,npxGA_over_5_opp,ppda_att_over_5_opp,ppda_def_over_5_opp,ppda_allowed_att_over_5_opp,ppda_allowed_def_over_5_opp,deep_over_5,deep_allowed_over_5,missed_over_5,npxG_over_5,npxGA_over_5,ppda_att_over_5,ppda_def_over_5
218,Aaron Connolly,F,12,Brighton,Leicester City,1,26.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,8.0,4.2,0.0,0.0,0.0,0.14000000000000004,0.1399999999999997,0.019999999999999896,1.0,0.2,3.6,4.6,52.3,12.4,6.2,20.2,0.4,0.4,130.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,40.0,21.0,0.0,0.0,0.0,0.7000000000000013,0.7000000000000004,0.0999999999999995,5.0,1.0,18.0,23.0,261.4999999999999,62.0,31.0,101.0,2.0,2.0,5.6,6.4,1.4,1.5000151999999995,1.5333585999999992,258.4,19.0,281.2,21.0,7.8,3.4,1.2,1.0945056000000002,0.8342383999999999,226.2,19.6
219,Aaron Connolly,F,13,Brighton,Fulham,0,31.8,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,9.0,4.8,0.2,0.0,0.0,0.14000000000000004,0.1399999999999997,0.019999999999999896,1.0,0.2,3.8,5.0,62.3,12.4,6.2,20.2,0.4,0.4,159.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,45.0,24.0,1.0,0.0,0.0,0.7000000000000013,0.7000000000000004,0.0999999999999995,5.0,1.0,19.0,25.0,311.4999999999999,62.0,31.0,101.0,2.0,2.0,5.2,9.6,1.6,1.0971448000000006,1.7040939999999996,372.6,17.8,184.6,21.8,7.4,5.0,1.4,1.1879488000000005,0.9207023999999999,237.4,22.4
220,Aaron Connolly,F,14,Brighton,Sheffield Utd,2,30.8,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,8.8,4.8,0.2,0.0,0.0,0.14000000000000004,0.1399999999999997,0.019999999999999896,1.0,0.2,3.6,4.8,42.3,10.4,6.0,20.2,0.4,0.4,154.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,44.0,24.0,1.0,0.0,0.0,0.7000000000000013,0.7000000000000004,0.0999999999999995,5.0,1.0,18.0,24.0,211.4999999999999,52.0,30.0,101.0,2.0,2.0,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8,157.4,17.6,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4
221,Aaron Connolly,F,16,Brighton,Arsenal,0,48.8,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,13.2,7.0,0.4,0.0,0.4,0.26000000000000006,0.2599999999999997,0.019999999999999896,1.2,0.2,5.6,6.8,62.3,11.8,8.4,29.0,0.4,0.6,244.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,66.0,35.0,2.0,0.0,2.0,1.3000000000000012,1.3000000000000003,0.0999999999999995,6.0,1.0,28.0,34.0,311.4999999999999,59.0,42.0,145.0,2.0,3.0,9.0,4.6,1.4,0.9569090000000001,0.8947495999999996,226.8,19.8,258.2,17.2,7.4,6.2,1.6,1.3866398000000004,1.1321457999999995,189.2,21.2
223,Aaron Cresswell,D,11,West Ham,Manchester Utd,1,90.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,64.0,5.6,1.6,0.4,1.4,0.04000000000000004,0.03999999999999969,0.11999999999999993,1.8,0.0,41.0,55.2,71.44,456.0,35.6,81.0,0.0,0.6,450.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,320.0,28.0,8.0,2.0,7.0,0.2000000000000012,0.20000000000000032,0.5999999999999995,9.0,0.0,205.0,276.0,357.1999999999999,2280.0,178.0,405.0,0.0,3.0,10.4,4.6,1.0,1.5843785999999995,0.8161711999999988,277.4,23.2,317.4,25.4,4.0,9.0,0.8,0.9289519999999994,1.0208156,326.2,18.6
224,Aaron Cresswell,D,12,West Ham,Leeds United,5,90.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,70.6,5.8,1.6,0.6,1.4,0.04000000000000004,0.03999999999999969,0.15999999999999992,2.4,0.0,47.2,62.2,73.38,476.2,40.8,94.6,0.0,0.4,450.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,353.0,29.0,8.0,3.0,7.0,0.2000000000000012,0.20000000000000032,0.7999999999999996,12.0,0.0,236.0,311.0,366.89999999999986,2381.0,204.0,473.0,0.0,2.0,8.6,6.4,2.2,1.7397546,2.1029755999999993,178.6,28.0,328.2,19.4,4.6,7.6,1.2,1.3822161999999993,1.1997403999999998,325.4,19.2
225,Aaron Cresswell,D,13,West Ham,Crystal Palace,2,90.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.0,70.6,4.4,0.4,0.6,1.4,0.04000000000000004,0.03999999999999969,0.1799999999999999,3.2,0.4,49.2,64.8,74.06,508.2,39.4,95.2,0.0,0.2,450.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,353.0,22.0,2.0,3.0,7.0,0.2000000000000012,0.20000000000000032,0.8999999999999996,16.0,2.0,246.0,324.0,370.2999999999999,2541.0,197.0,476.0,0.0,1.0,10.2,5.6,1.2,1.3301766000000008,1.171157399999999,256.6,17.4,225.6,26.0,6.0,6.8,1.0,1.685426599999999,1.2004259999999998,298.8,19.2
226,Aaron Cresswell,D,14,West Ham,Chelsea,1,90.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,66.0,3.2,0.2,1.0,1.8,3.8857805861880476e-17,0.0,0.07999999999999992,2.0,0.4,43.6,59.2,72.52000000000001,437.8,34.8,73.2,0.0,0.6,450.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,330.0,16.0,1.0,5.0,9.0,1.1934897514720433e-15,3.0531133177191805e-16,0.3999999999999996,10.0,2.0,218.0,296.0,362.5999999999999,2189.0,174.0,366.0,0.0,3.0,6.6,4.0,0.8,2.0525390000000003,0.5534173999999988,197.6,25.2,332.8,16.4,5.4,6.6,1.2,1.4900923999999993,1.2010299999999998,293.4,18.4
227,Aaron Cresswell,D,15,West Ham,Brighton,4,90.0,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,63.0,3.6,0.4,1.0,1.4,3.8857805861880476e-17,0.0,0.07999999999999992,2.0,0.4,41.2,57.0,71.36,394.6,32.2,63.4,0.0,0.4,450.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,315.0,18.0,2.0,5.0,7.0,1.1934897514720433e-15,3.0531133177191805e-16,0.3999999999999996,10.0,2.0,206.0,285.0,356.7999999999999,1973.0,161.0,317.0,0.0,2.0,7.0,5.2,1.4,1.2425140000000003,0.9106097999999996,207.4,22.0,231.8,21.0,5.2,7.0,1.8,1.1227997999999992,1.5448691999999995,304.0,18.8
228,Aaron Cresswell,D,16,West Ham,Southampton,6,90.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.0,66.2,3.8,0.4,1.2,1.2,0.02000000000000004,0.019999999999999685,0.07999999999999992,2.4,0.4,44.8,60.4,73.76,429.4,36.4,92.8,0.2,0.6,450.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,331.0,19.0,2.0,6.0,6.0,0.1000000000000012,0.10000000000000031,0.3999999999999996,12.0,2.0,224.0,302.0,368.7999999999999,2147.0,182.0,464.0,1.0,3.0,6.0,6.0,0.6,0.9372419999999998,0.818136999999999,197.4,26.8,291.2,24.0,6.0,6.4,2.0,1.2862271999999992,1.5201031999999997,312.8,17.8
704,Aaron Ramsdale,G,11,Sheffield Utd,Leicester City,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.2,0.0,0.0,0.0,0.0,0.0,3.108624468950438e-16,0.4,0.0,13.8,28.8,46.8199999999999,505.6,12.4,47.4,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,1.0,0.0,0.0,0.0,7.494005416219807e-16,1.6375789613221059e-15,-6.938893903907228e-16,2.0,0.0,69.0,144.0,234.10000000000065,2528.0,62.0,237.0,0.0,0.0,5.0,6.8,1.2,1.3691695999999998,1.6230979999999993,309.6,17.8,260.8,21.6,6.8,9.2,1.8,1.2252063999999998,2.201229999999999,348.4,18.2
705,Aaron Ramsdale,G,12,Sheffield Utd,Southampton,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.6,0.0,0.0,0.0,0.0,0.0,3.108624468950438e-16,0.2,0.0,14.8,29.6,49.19999999999991,527.0,13.8,52.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,3.0,0.0,0.0,0.0,7.494005416219807e-16,1.6375789613221059e-15,-6.938893903907228e-16,1.0,0.0,74.0,148.0,246.00000000000068,2635.0,69.0,260.0,0.0,0.0,4.2,5.6,1.6,0.8306559999999996,1.437172599999999,214.6,26.8,274.4,24.0,5.8,8.8,1.8,1.1560135999999999,1.9987379999999988,343.0,18.4
706,Aaron Ramsdale,G,13,Sheffield Utd,Manchester Utd,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,3.108624468950438e-16,0.2,0.0,14.4,30.4,47.19999999999991,558.8,13.2,49.2,0.2,0.2,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,2.0,0.0,0.0,0.0,7.494005416219807e-16,1.6375789613221059e-15,-6.938893903907228e-16,1.0,0.0,72.0,152.0,236.00000000000068,2794.0,66.0,246.0,1.0,1.0,9.2,5.6,1.0,1.6619293999999993,1.1974157999999986,253.4,21.8,335.4,25.6,5.4,8.4,2.2,1.0623277999999998,2.075397999999999,327.2,19.2
707,Aaron Ramsdale,G,14,Sheffield Utd,Brighton,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,3.108624468950438e-16,0.4,0.0,15.8,33.0,48.39999999999991,625.6,14.4,53.0,0.2,0.2,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2.0,0.0,0.0,0.0,7.494005416219807e-16,1.6375789613221059e-15,-6.938893903907228e-16,2.0,0.0,79.0,165.0,242.0000000000007,3128.0,72.0,265.0,1.0,1.0,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4,230.0,21.6,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8
708,Aaron Ramsdale,G,15,Sheffield Utd,Everton,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,37.4,0.4,0.0,0.0,0.0,0.0,0.0,3.108624468950438e-16,0.4,0.0,14.6,33.0,44.11999999999991,597.4,13.0,53.2,0.2,0.2,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,2.0,0.0,0.0,0.0,7.494005416219807e-16,1.6375789613221059e-15,-6.938893903907228e-16,2.0,0.0,73.0,165.0,220.6000000000007,2987.0,65.0,266.0,1.0,1.0,4.4,8.2,0.6,1.2421424000000005,1.2359335999999992,311.2,18.0,221.8,25.0,5.8,7.6,2.0,1.2295355999999997,2.014841999999999,302.4,20.8
914,Aaron Wan-Bissaka,D,12,Manchester Utd,Manchester City,6,90.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,69.8,11.6,2.8,0.8,4.0,0.0,0.0,0.02000000000000026,1.6,0.2,47.6,57.2,82.9199999999998,261.4,39.6,89.8,1.0,1.6,450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,349.0,58.0,14.0,4.0,20.0,2.220446049250313e-16,1.9984014443252818e-15,0.09999999999999964,8.0,1.0,238.0,286.0,414.6000000000007,1307.0,198.0,449.0,5.0,8.0,10.2,3.8,0.6,1.7069391999999997,0.49736059999999876,226.4,23.2,392.0,17.6,9.4,5.4,0.8,1.6238793999999992,1.0256585999999988,288.0,24.2
915,Aaron Wan-Bissaka,D,13,Manchester Utd,Sheffield Utd,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4,13.8,3.4,1.0,3.4,0.0,0.0,0.02000000000000026,1.2,0.2,46.0,54.8,83.65999999999981,279.4,38.0,91.4,1.0,1.6,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,69.0,17.0,5.0,17.0,2.220446049250313e-16,1.9984014443252818e-15,0.09999999999999964,6.0,1.0,230.0,274.0,418.30000000000075,1397.0,190.0,457.0,5.0,8.0,5.4,8.4,2.2,1.0623277999999998,2.075397999999999,327.2,19.2,157.2,16.8,9.2,5.6,1.0,1.6619293999999993,1.1974157999999986,253.4,21.8
916,Aaron Wan-Bissaka,D,14,Manchester Utd,Leeds United,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8,14.0,3.4,0.8,2.8,0.0,0.0,0.02000000000000026,1.6,0.4,50.0,59.6,83.45999999999981,306.8,42.6,112.8,1.0,1.2,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,70.0,17.0,4.0,14.0,2.220446049250313e-16,1.9984014443252818e-15,0.09999999999999964,8.0,2.0,250.0,298.0,417.30000000000075,1534.0,213.0,564.0,5.0,6.0,10.8,5.8,1.4,1.9718571999999999,2.025451599999999,163.4,25.6,299.6,19.8,7.6,6.2,1.4,2.1314193999999995,1.4366205999999986,265.8,19.6
268,Abdoulaye Doucouré,M,11,Everton,Burnley,2,83.4,0.2,0.0,0.0,0.0,1.6,0.6,0.4,0.0,61.4,20.8,2.6,1.4,2.4,0.24000000000000013,0.2399999999999996,0.01999999999999997,0.8,0.0,46.4,51.4,90.1,149.2,37.2,93.6,0.2,0.6,417.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,307.0,104.0,13.0,7.0,12.0,1.200000000000002,1.2000000000000006,0.0999999999999995,4.0,0.0,232.0,257.0,450.4999999999997,746.0,186.0,468.0,1.0,3.0,4.0,11.6,1.8,0.7276030000000002,1.7293959999999995,359.4,21.0,199.2,20.6,7.6,7.8,2.0,1.0849316000000004,1.6860419999999992,294.2,23.8
269,Abdoulaye Doucouré,M,12,Everton,Chelsea,2,88.0,0.2,0.0,0.0,0.0,1.4,0.6,0.4,0.0,67.6,17.2,2.2,1.2,2.2,0.24000000000000013,0.2399999999999996,0.039999999999999966,1.4,0.0,51.2,58.2,87.64000000000001,166.4,44.0,125.6,0.4,0.8,440.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,338.0,86.0,11.0,6.0,11.0,1.200000000000002,1.2000000000000006,0.1999999999999995,7.0,0.0,256.0,291.0,438.1999999999997,832.0,220.0,628.0,2.0,4.0,9.4,4.0,0.4,2.359139,0.5548367999999989,201.8,21.0,388.6,18.2,8.4,7.8,1.8,1.4837988000000004,1.6838267999999992,254.4,22.4
270,Abdoulaye Doucouré,M,13,Everton,Leicester City,3,88.0,0.2,0.0,0.0,0.0,1.0,0.4,0.4,0.0,59.2,18.6,2.2,1.8,2.0,0.20000000000000012,0.1999999999999996,0.039999999999999966,1.4,0.0,41.8,49.4,82.44000000000001,118.6,35.8,76.6,0.6,1.0,440.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,296.0,93.0,11.0,9.0,10.0,1.000000000000002,1.0000000000000007,0.1999999999999995,7.0,0.0,209.0,247.0,412.1999999999997,593.0,179.0,383.0,3.0,5.0,6.8,6.0,1.2,1.3656371999999994,1.3420491999999993,234.2,20.8,302.8,22.0,7.2,8.0,1.4,1.3322744000000006,1.5110947999999993,287.2,21.6
271,Abdoulaye Doucouré,M,14,Everton,Arsenal,2,88.0,0.2,0.0,0.0,0.0,0.6,0.4,0.2,0.0,59.4,17.4,2.0,2.2,1.8,0.12000000000000013,0.1199999999999996,0.039999999999999966,1.6,0.2,42.4,50.0,82.6,134.6,37.2,92.4,0.4,0.6,440.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,297.0,87.0,10.0,11.0,9.0,0.600000000000002,0.6000000000000006,0.1999999999999995,8.0,1.0,212.0,250.0,412.99999999999966,673.0,186.0,462.0,2.0,3.0,8.8,6.4,1.2,0.9878498000000002,1.2575127999999998,236.8,22.8,249.2,19.6,6.0,7.8,0.8,1.5599536000000005,1.3595767999999993,305.8,20.2
272,Abdoulaye Doucouré,M,15,Everton,Sheffield Utd,6,88.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,50.4,13.6,1.6,1.2,1.6,0.08000000000000013,0.0799999999999996,0.01999999999999997,1.2,0.2,34.6,42.4,80.36,97.0,33.0,89.8,0.6,0.8,440.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,252.0,68.0,8.0,6.0,8.0,0.40000000000000197,0.40000000000000063,0.0999999999999995,6.0,1.0,173.0,212.0,401.79999999999967,485.0,165.0,449.0,3.0,4.0,5.8,7.6,2.0,1.2295355999999997,2.014841999999999,302.4,20.8,121.8,16.2,4.4,8.2,0.6,1.2421424000000005,1.2359335999999992,311.2,18.0
436,Aboubakar Kamara,M,14,Fulham,Newcastle Utd,0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.6,3.4,0.4,0.2,1.0,1.1102230246251566e-17,0.0,9.43689570931383e-17,0.0,0.0,4.4,6.2,62.17999999999986,19.8,5.0,19.4,0.2,0.2,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,17.0,2.0,1.0,5.0,1.3877787807814457e-15,9.43689570931383e-16,-4.440892098500626e-16,0.0,0.0,22.0,31.0,310.9000000000002,99.0,25.0,97.0,1.0,1.0,4.2,8.8,1.8,0.9004385999999999,1.397026599999999,298.6,19.2,182.4,17.6,5.2,9.2,1.4,1.0804288000000006,1.5113571999999995,362.0,20.6
437,Aboubakar Kamara,M,15,Fulham,Southampton,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.4,0.2,0.2,1.0,1.1102230246251566e-17,0.0,9.43689570931383e-17,0.0,0.0,3.2,4.4,48.83999999999986,14.6,3.2,16.4,0.2,0.2,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,1.0,1.0,5.0,1.3877787807814457e-15,9.43689570931383e-16,-4.440892098500626e-16,0.0,0.0,16.0,22.0,244.20000000000022,73.0,16.0,82.0,1.0,1.0,6.0,6.6,1.2,1.0130567999999998,1.156859999999999,223.2,25.2,313.4,24.4,4.2,8.6,1.0,1.0798968000000007,1.1624139999999994,359.0,18.4
480,Adam Lallana,M,13,Brighton,Fulham,3,58.6,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,33.0,10.8,0.0,0.4,0.6,0.09999999999999971,0.09999999999999931,0.26000000000000006,2.2,0.4,21.6,27.6,64.49999999999987,87.8,23.6,79.4,1.4,1.8,293.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,165.0,54.0,0.0,2.0,3.0,0.500000000000001,0.5000000000000016,1.2999999999999994,11.0,2.0,108.0,138.0,322.50000000000045,439.0,118.0,397.0,7.0,9.0,5.2,9.6,1.6,1.0971448000000006,1.7040939999999996,372.6,17.8,184.6,21.8,7.4,5.0,1.4,1.1879488000000005,0.9207023999999999,237.4,22.4
481,Adam Lallana,M,14,Brighton,Sheffield Utd,2,63.6,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,33.0,12.4,0.0,0.4,0.6,0.059999999999999706,0.05999999999999931,0.18000000000000005,1.6,0.2,20.0,27.4,58.53999999999987,73.8,24.0,66.8,1.4,1.8,318.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,165.0,62.0,0.0,2.0,3.0,0.300000000000001,0.30000000000000154,0.8999999999999994,8.0,1.0,100.0,137.0,292.70000000000044,369.0,120.0,334.0,7.0,9.0,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8,157.4,17.6,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4
482,Adam Lallana,M,15,Brighton,West Ham,1,63.6,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,34.2,11.4,0.4,0.4,0.2,0.059999999999999706,0.05999999999999931,0.22000000000000006,2.0,0.2,22.2,29.4,59.999999999999865,92.8,23.6,63.0,1.4,1.4,318.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,171.0,57.0,2.0,2.0,1.0,0.300000000000001,0.30000000000000154,1.0999999999999994,10.0,1.0,111.0,147.0,300.00000000000045,464.0,118.0,315.0,7.0,7.0,5.2,7.0,1.8,1.1227997999999992,1.5448691999999995,304.0,18.8,198.2,18.8,7.0,5.2,1.4,1.2425140000000003,0.9106097999999996,207.4,22.0
931,Adam Webster,D,11,Brighton,Southampton,1,90.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.0,74.8,6.2,0.8,1.2,1.0,0.03999999999999981,0.03999999999999945,2.1094237467877973e-16,0.8,0.0,54.8,67.4,81.59999999999978,466.0,48.4,239.8,0.0,0.0,450.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,374.0,31.0,4.0,6.0,5.0,0.20000000000000076,0.20000000000000254,-2.7755575615628914e-16,4.0,0.0,274.0,337.0,408.0000000000008,2330.0,242.0,1199.0,0.0,0.0,4.4,5.0,1.4,0.8615901999999995,1.240065399999999,243.6,25.4,315.0,26.6,6.8,3.2,1.0,0.9493490000000003,0.7760013999999998,236.4,20.0
932,Adam Webster,D,12,Brighton,Leicester City,0,90.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,68.2,8.0,1.0,1.2,1.2,0.05999999999999981,0.05999999999999946,2.1094237467877973e-16,1.0,0.0,49.4,61.2,80.39999999999978,390.8,43.2,221.8,0.2,0.6,450.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,341.0,40.0,5.0,6.0,6.0,0.30000000000000077,0.30000000000000254,-2.7755575615628914e-16,5.0,0.0,247.0,306.0,402.0000000000008,1954.0,216.0,1109.0,1.0,3.0,5.6,6.4,1.4,1.5000151999999995,1.5333585999999992,258.4,19.0,281.2,21.0,7.8,3.4,1.2,1.0945056000000002,0.8342383999999999,226.2,19.6
933,Adam Webster,D,13,Brighton,Fulham,6,72.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,49.0,6.0,1.0,0.8,1.0,0.03999999999999981,0.03999999999999945,2.1094237467877973e-16,1.0,0.0,34.8,44.0,63.419999999999774,286.0,30.2,148.4,0.2,0.6,360.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,245.0,30.0,5.0,4.0,5.0,0.20000000000000076,0.20000000000000254,-2.7755575615628914e-16,5.0,0.0,174.0,220.0,317.1000000000008,1430.0,151.0,742.0,1.0,3.0,5.2,9.6,1.6,1.0971448000000006,1.7040939999999996,372.6,17.8,184.6,21.8,7.4,5.0,1.4,1.1879488000000005,0.9207023999999999,237.4,22.4
934,Adam Webster,D,14,Brighton,Sheffield Utd,2,72.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,48.4,5.4,1.2,1.4,1.0,0.05999999999999981,0.05999999999999946,2.1094237467877973e-16,1.0,0.0,34.4,42.8,64.11999999999978,288.0,29.2,128.4,0.2,0.6,360.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,242.0,27.0,6.0,7.0,5.0,0.30000000000000077,0.30000000000000254,-2.7755575615628914e-16,5.0,0.0,172.0,214.0,320.6000000000008,1440.0,146.0,642.0,1.0,3.0,6.4,6.8,2.0,1.1605843999999998,1.8574879999999987,295.6,21.8,157.4,17.6,5.0,5.6,1.4,0.9623960000000004,1.0562117999999998,233.8,23.4
935,Adam Webster,D,15,Brighton,West Ham,1,72.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,50.6,5.2,1.4,1.0,0.6,0.07999999999999981,0.07999999999999945,2.1094237467877973e-16,0.8,0.0,37.0,45.2,64.77999999999977,274.4,31.8,155.4,0.4,0.8,360.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,253.0,26.0,7.0,5.0,3.0,0.4000000000000008,0.4000000000000026,-2.7755575615628914e-16,4.0,0.0,185.0,226.0,323.9000000000008,1372.0,159.0,777.0,2.0,4.0,5.2,7.0,1.8,1.1227997999999992,1.5448691999999995,304.0,18.8,198.2,18.8,7.0,5.2,1.4,1.2425140000000003,0.9106097999999996,207.4,22.0
936,Adam Webster,D,16,Brighton,Arsenal,2,72.0,0.0,0.0,0.0,0.0,1.4,0.6,0.0,0.0,60.0,5.0,1.2,0.8,1.0,0.07999999999999981,0.07999999999999945,2.1094237467877973e-16,0.8,0.0,43.0,53.0,64.03999999999976,298.0,39.4,211.0,0.8,1.2,360.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,300.0,25.0,6.0,4.0,5.0,0.4000000000000008,0.4000000000000026,-2.7755575615628914e-16,4.0,0.0,215.0,265.0,320.2000000000008,1490.0,197.0,1055.0,4.0,6.0,9.0,4.6,1.4,0.9569090000000001,0.8947495999999996,226.8,19.8,258.2,17.2,7.4,6.2,1.6,1.3866398000000004,1.1321457999999995,189.2,21.2
862,Adama Traoré,M,11,Wolves,Liverpool,2,49.8,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.0,22.4,6.6,0.8,0.4,0.8,0.039999999999999786,0.03999999999999943,0.12000000000000018,3.2,0.0,9.6,15.2,58.19999999999986,40.0,19.6,163.8,3.0,4.2,249.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,112.0,33.0,4.0,2.0,4.0,0.20000000000000048,0.20000000000000204,0.5999999999999994,16.0,0.0,48.0,76.0,291.0000000000007,200.0,98.0,819.0,15.0,21.0,7.4,4.6,0.8,1.5369941999999999,0.899662399999999,227.8,19.6,362.2,20.6,6.0,6.2,0.8,1.2537251999999992,0.7571235999999997,296.4,20.8
863,Adama Traoré,M,12,Wolves,Aston Villa,1,63.2,0.0,0.0,0.0,0.0,0.8,0.4,0.4,0.0,27.8,7.6,0.8,0.4,0.8,0.039999999999999786,0.03999999999999943,0.1600000000000002,3.6,0.0,12.6,20.2,58.83999999999986,59.8,23.2,201.2,3.0,4.2,316.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,139.0,38.0,4.0,2.0,4.0,0.20000000000000048,0.20000000000000204,0.7999999999999994,18.0,0.0,63.0,101.0,294.20000000000067,299.0,116.0,1006.0,15.0,21.0,8.8,3.8,0.8,1.5397964000000004,0.9829439999999996,201.0,19.6,202.2,21.2,5.2,7.2,1.4,1.1735505999999991,1.0252945999999996,330.2,19.8
