,Name,Venue,Round,Squad,Opponent,Min,xG,xA,Touches
3512,Christian Eriksen,Home,Matchweek 29,Brentford,Burnley,90,0.1,0.4,69.0
3513,Christian Eriksen,Away,Matchweek 31,Brentford,Chelsea,90,0.6,0.2,58.0
3514,Christian Eriksen,Home,Matchweek 32,Brentford,West Ham,90,0.1,0.1,86.0
3515,Christian Eriksen,Away,Matchweek 33,Brentford,Watford,90,0.1,0.5,73.0
3516,Christian Eriksen,Home,Matchweek 34,Brentford,Tottenham,90,0.1,0.2,72.0
3517,Christian Eriksen,Away,Matchweek 35,Brentford,Manchester Utd,90,0.1,0.3,74.0
3518,Christian Eriksen,Home,Matchweek 36,Brentford,Southampton,90,0.1,0.6,62.0
3519,Christian Eriksen,Away,Matchweek 37,Brentford,Everton,90,0.2,0.7,90.0
3520,Christian Eriksen,Home,Matchweek 38,Brentford,Leeds United,90,0.0,0.3,61.0
3521,Oghenekaro Etebo,Home,Matchweek 1,Watford,Aston Villa,90,0.0,0.0,44
3522,Oghenekaro Etebo,Away,Matchweek 2,Watford,Brighton,90,0.0,0.0,44
3523,Oghenekaro Etebo,Away,Matchweek 3,Watford,Tottenham,90,0.0,0.0,35
3524,Oghenekaro Etebo,Home,Matchweek 4,Watford,Wolves,76,0.0,0.0,39
3525,Oghenekaro Etebo,Away,Matchweek 5,Watford,Norwich City,9,0.0,0.0,8
3526,Oghenekaro Etebo,Home,Matchweek 6,Watford,Newcastle Utd,16,0.0,0.0,10
3527,Oghenekaro Etebo,Home,Matchweek 28,Watford,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3528,Oghenekaro Etebo,Away,Matchweek 19,Watford,Wolves,18,0.0,0.0,8
3529,Oghenekaro Etebo,Home,Matchweek 33,Watford,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3530,Oghenekaro Etebo,Away,Matchweek 36,Watford,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3531,Oghenekaro Etebo,Home,Matchweek 30,Watford,Everton,2,0.0,0.0,2
3532,Oghenekaro Etebo,Home,Matchweek 37,Watford,Leicester City,10,0.0,0.0,4
3533,Jonny Evans,Home,Matchweek 4,Leicester City,Manchester City,30,0.0,0.0,31
3534,Jonny Evans,Home,Matchweek 6,Leicester City,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3535,Jonny Evans,Home,Matchweek 8,Leicester City,Manchester Utd,87,0.0,0.0,61
3536,Jonny Evans,Away,Matchweek 9,Leicester City,Brentford,90,0.0,0.0,64
3537,Jonny Evans,Home,Matchweek 10,Leicester City,Arsenal,90,0.3,0.0,104
3538,Jonny Evans,Away,Matchweek 11,Leicester City,Leeds United,90,0.0,0.0,65
3539,Jonny Evans,Home,Matchweek 12,Leicester City,Chelsea,90,0.0,0.0,44
3540,Jonny Evans,Home,Matchweek 13,Leicester City,Watford,90,0.2,0.3,55
3541,Jonny Evans,Away,Matchweek 14,Leicester City,Southampton,90,0.3,0.0,66
3542,Jonny Evans,Away,Matchweek 15,Leicester City,Aston Villa,90,0.0,0.1,70
3543,Jonny Evans,Home,Matchweek 16,Leicester City,Newcastle Utd,5,0.0,0.0,5
3544,Jonny Evans,Home,Matchweek 30,Leicester City,Brentford,27,0.0,0.0,17
3545,Jonny Evans,Away,Matchweek 31,Leicester City,Manchester Utd,63,0.0,0.0,61
3546,Jonny Evans,Away,Matchweek 33,Leicester City,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3547,Jonny Evans,Away,Matchweek 18,Leicester City,Everton,90,0.0,0.0,90
3548,Jonny Evans,Home,Matchweek 36,Leicester City,Everton,90,0.0,0.0,101
3549,Jonny Evans,Home,Matchweek 21,Leicester City,Norwich City,90,0.0,0.0,98
3550,Jonny Evans,Away,Matchweek 37,Leicester City,Watford,56,0.0,0.0,50
3551,Jonny Evans,Away,Matchweek 27,Leicester City,Chelsea,90,0.0,0.0,58
3552,Jonny Evans,Home,Matchweek 38,Leicester City,Southampton,90,0.0,0.1,66
3553,Eberechi Eze,Away,Matchweek 12,Crystal Palace,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3554,Eberechi Eze,Home,Matchweek 13,Crystal Palace,Aston Villa,31,0.0,0.0,26
3555,Eberechi Eze,Away,Matchweek 14,Crystal Palace,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3556,Eberechi Eze,Away,Matchweek 15,Crystal Palace,Manchester Utd,7,0.0,0.0,6
3557,Eberechi Eze,Home,Matchweek 16,Crystal Palace,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3558,Eberechi Eze,Home,Matchweek 17,Crystal Palace,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3559,Eberechi Eze,Home,Matchweek 21,Crystal Palace,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3560,Eberechi Eze,Away,Matchweek 22,Crystal Palace,Brighton,64,0.1,0.0,33
3561,Eberechi Eze,Home,Matchweek 23,Crystal Palace,Liverpool,23,0.0,0.1,13
3562,Eberechi Eze,Away,Matchweek 24,Crystal Palace,Norwich City,11,0.0,0.0,9
3563,Eberechi Eze,Away,Matchweek 25,Crystal Palace,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3564,Eberechi Eze,Home,Matchweek 26,Crystal Palace,Chelsea,6,0.0,0.0,2
3565,Eberechi Eze,Away,Matchweek 18,Crystal Palace,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3566,Eberechi Eze,Home,Matchweek 27,Crystal Palace,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3567,Eberechi Eze,Away,Matchweek 28,Crystal Palace,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3568,Eberechi Eze,Home,Matchweek 29,Crystal Palace,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3569,Eberechi Eze,Home,Matchweek 31,Crystal Palace,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3570,Eberechi Eze,Away,Matchweek 32,Crystal Palace,Leicester City,33,0.0,0.0,21
3571,Eberechi Eze,Away,Matchweek 30,Crystal Palace,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3572,Eberechi Eze,Home,Matchweek 34,Crystal Palace,Leeds United,78,0.1,0.1,59
3573,Eberechi Eze,Away,Matchweek 35,Crystal Palace,Southampton,83,0.2,0.0,55
3574,Eberechi Eze,Home,Matchweek 36,Crystal Palace,Watford,90,0.2,0.1,53
3575,Eberechi Eze,Away,Matchweek 37,Crystal Palace,Aston Villa,77,0.1,0.0,42
3576,Eberechi Eze,Away,Matchweek 33,Crystal Palace,Everton,90,0.0,0.5,63
3577,Eberechi Eze,Home,Matchweek 38,Crystal Palace,Manchester Utd,12,0.0,0.0,5
3578,Fabinho,Away,Matchweek 1,Liverpool,Norwich City,30,0.0,0.0,23
3579,Fabinho,Home,Matchweek 3,Liverpool,Chelsea,90,0.1,0.0,79
3580,Fabinho,Away,Matchweek 4,Liverpool,Leeds United,90,0.2,0.0,55
3581,Fabinho,Home,Matchweek 5,Liverpool,Crystal Palace,90,0.1,0.0,68
3582,Fabinho,Away,Matchweek 6,Liverpool,Brentford,90,0.0,0.3,63
3583,Fabinho,Home,Matchweek 7,Liverpool,Manchester City,90,0.4,0.0,42
3584,Fabinho,Away,Matchweek 11,Liverpool,West Ham,79,0.0,0.0,88
3585,Fabinho,Home,Matchweek 12,Liverpool,Arsenal,90,0.0,0.1,67
3586,Fabinho,Home,Matchweek 13,Liverpool,Southampton,90,0.0,0.1,83
3587,Fabinho,Away,Matchweek 14,Liverpool,Everton,90,0.0,0.0,69
3588,Fabinho,Away,Matchweek 15,Liverpool,Wolves,90,0.0,0.0,78
3589,Fabinho,Home,Matchweek 16,Liverpool,Aston Villa,90,0.0,0.1,60
3590,Fabinho,Away,Matchweek 20,Liverpool,Leicester City,63,0.0,0.1,50
3591,Fabinho,Away,Matchweek 21,Liverpool,Chelsea,90,0.0,0.0,56
3592,Fabinho,Home,Matchweek 22,Liverpool,Brentford,90,0.0,0.1,83
3593,Fabinho,Away,Matchweek 23,Liverpool,Crystal Palace,90,0.9,0.0,62
3594,Fabinho,Home,Matchweek 24,Liverpool,Leicester City,90,0.0,0.0,70
3595,Fabinho,Away,Matchweek 25,Liverpool,Burnley,90,0.6,0.0,67
3596,Fabinho,Home,Matchweek 26,Liverpool,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3597,Fabinho,Home,Matchweek 19,Liverpool,Leeds United,90,0.2,0.0,57
3598,Fabinho,Home,Matchweek 28,Liverpool,West Ham,90,0.0,0.1,71
3599,Fabinho,Away,Matchweek 29,Liverpool,Brighton,90,0.0,0.0,36
3600,Fabinho,Away,Matchweek 27,Liverpool,Arsenal,90,0.0,0.0,58
3601,Fabinho,Home,Matchweek 31,Liverpool,Watford,29,0.8,0.0,42
3602,Fabinho,Away,Matchweek 32,Liverpool,Manchester City,90,0.0,0.0,64
3603,Fabinho,Home,Matchweek 30,Liverpool,Manchester Utd,85,0.1,0.6,102
3604,Fabinho,Home,Matchweek 34,Liverpool,Everton,90,0.0,0.0,93
3605,Fabinho,Away,Matchweek 35,Liverpool,Newcastle Utd,22,0.1,0.0,17
3606,Fabinho,Home,Matchweek 36,Liverpool,Tottenham,87,0.0,0.0,70
3607,Fabinho,Away,Matchweek 33,Liverpool,Aston Villa,29,0.0,0.0,13
3608,Kiko Femenía,Away,Matchweek 5,Watford,Norwich City,58.0,0.0,0.3,40.0
3609,Kiko Femenía,Home,Matchweek 6,Watford,Newcastle Utd,66.0,0.0,0.0,45.0
3610,Kiko Femenía,Away,Matchweek 7,Watford,Leeds United,90.0,0.0,0.0,43.0
3611,Kiko Femenía,Home,Matchweek 8,Watford,Liverpool,55.0,0.0,0.0,15.0
3612,Kiko Femenía,Away,Matchweek 11,Watford,Arsenal,90.0,0.0,0.0,62.0
3613,Kiko Femenía,Home,Matchweek 12,Watford,Manchester Utd,90.0,0.0,0.0,52.0
3614,Kiko Femenía,Away,Matchweek 13,Watford,Leicester City,90.0,0.0,0.4,53.0
3615,Kiko Femenía,Home,Matchweek 14,Watford,Chelsea,90.0,0.0,0.0,99.0
3616,Kiko Femenía,Home,Matchweek 15,Watford,Manchester City,90.0,0.0,0.0,44.0
3617,Kiko Femenía,Away,Matchweek 16,Watford,Brentford,90.0,0.0,0.0,66.0
3618,Kiko Femenía,Home,Matchweek 20,Watford,West Ham,39.0,0.0,0.0,31.0
3619,Kiko Femenía,Away,Matchweek 22,Watford,Newcastle Utd,25.0,0.0,0.1,29.0
3620,Kiko Femenía,Home,Matchweek 23,Watford,Norwich City,88.0,0.0,0.1,66.0
3621,Kiko Femenía,Away,Matchweek 17,Watford,Burnley,90.0,0.0,0.2,60.0
3622,Kiko Femenía,Away,Matchweek 24,Watford,West Ham,77.0,0.0,0.0,57.0
3623,Kiko Femenía,Home,Matchweek 25,Watford,Brighton,90.0,0.0,0.1,66.0
3624,Kiko Femenía,Away,Matchweek 26,Watford,Aston Villa,90.0,0.0,0.0,65.0
3625,Kiko Femenía,Home,Matchweek 18,Watford,Crystal Palace,90.0,0.0,0.3,77.0
3626,Kiko Femenía,Home,Matchweek 28,Watford,Arsenal,90.0,0.0,0.4,58.0
3627,Kiko Femenía,Away,Matchweek 19,Watford,Wolves,29.0,0.0,0.0,17.0
3628,Kiko Femenía,Away,Matchweek 29,Watford,Southampton,89.0,0.0,0.0,39.0
3629,Kiko Femenía,Away,Matchweek 31,Watford,Liverpool,90.0,0.0,0.0,39.0
3630,Kiko Femenía,Home,Matchweek 32,Watford,Leeds United,90.0,0.0,0.5,65.0
3631,Kiko Femenía,Home,Matchweek 33,Watford,Brentford,86.0,0.0,0.2,67.0
3632,Kiko Femenía,Home,Matchweek 35,Watford,Burnley,90.0,0.0,0.0,63.0
3633,Kiko Femenía,Away,Matchweek 36,Watford,Crystal Palace,90.0,0.0,0.5,48.0
3634,Kiko Femenía,Away,Matchweek 38,Watford,Chelsea,90.0,0.0,0.0,58.0
3635,Evan Ferguson,Home,Matchweek 17,Brighton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3636,Evan Ferguson,Home,Matchweek 19,Brighton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3637,Evan Ferguson,Away,Matchweek 20,Brighton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3638,Evan Ferguson,Home,Matchweek 22,Brighton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3639,Evan Ferguson,Home,Matchweek 24,Brighton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3640,Evan Ferguson,Away,Matchweek 25,Brighton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3641,Evan Ferguson,Away,Matchweek 18,Brighton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3642,Evan Ferguson,Home,Matchweek 26,Brighton,Burnley,23,0.0,0.0,9
3643,Evan Ferguson,Home,Matchweek 27,Brighton,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3644,Evan Ferguson,Away,Matchweek 28,Brighton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3645,Evan Ferguson,Away,Matchweek 33,Brighton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3646,Evan Ferguson,Away,Matchweek 30,Brighton,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3647,Evan Ferguson,Home,Matchweek 34,Brighton,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3648,Evan Ferguson,Away,Matchweek 35,Brighton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3649,Evan Ferguson,Home,Matchweek 36,Brighton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3650,Evan Ferguson,Away,Matchweek 37,Brighton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3651,Evan Ferguson,Home,Matchweek 38,Brighton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3652,Nathan Ferguson,Away,Matchweek 19,Crystal Palace,Tottenham,9,0.0,0.0,5
3653,Nathan Ferguson,Home,Matchweek 20,Crystal Palace,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3654,Nathan Ferguson,Away,Matchweek 22,Crystal Palace,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3655,Nathan Ferguson,Home,Matchweek 23,Crystal Palace,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3656,Bruno Fernandes,Home,Matchweek 1,Manchester Utd,Leeds United,90.0,0.6,0.1,41.0
3657,Bruno Fernandes,Away,Matchweek 2,Manchester Utd,Southampton,90.0,0.1,0.4,64.0
3658,Bruno Fernandes,Away,Matchweek 3,Manchester Utd,Wolves,90.0,0.2,0.1,57.0
3659,Bruno Fernandes,Home,Matchweek 4,Manchester Utd,Newcastle Utd,84.0,0.2,0.1,70.0
3660,Bruno Fernandes,Away,Matchweek 5,Manchester Utd,West Ham,90.0,0.1,0.8,87.0
3661,Bruno Fernandes,Home,Matchweek 6,Manchester Utd,Aston Villa,90.0,1.0,0.6,66.0
3662,Bruno Fernandes,Home,Matchweek 7,Manchester Utd,Everton,90.0,0.0,0.2,96.0
3663,Bruno Fernandes,Away,Matchweek 8,Manchester Utd,Leicester City,90.0,0.0,0.8,66.0
3664,Bruno Fernandes,Home,Matchweek 9,Manchester Utd,Liverpool,61.0,0.4,0.1,35.0
3665,Bruno Fernandes,Away,Matchweek 10,Manchester Utd,Tottenham,75.0,0.0,0.2,58.0
3666,Bruno Fernandes,Home,Matchweek 11,Manchester Utd,Manchester City,90.0,0.1,0.0,48.0
3667,Bruno Fernandes,Away,Matchweek 12,Manchester Utd,Watford,90.0,0.2,0.2,73.0
3668,Bruno Fernandes,Away,Matchweek 13,Manchester Utd,Chelsea,88.0,0.0,0.0,51.0
3669,Bruno Fernandes,Home,Matchweek 14,Manchester Utd,Arsenal,89.0,0.5,0.2,54.0
3670,Bruno Fernandes,Home,Matchweek 15,Manchester Utd,Crystal Palace,85.0,0.2,0.2,76.0
3671,Bruno Fernandes,Away,Matchweek 16,Manchester Utd,Norwich City,87.0,0.1,0.0,70.0
3672,Bruno Fernandes,Away,Matchweek 19,Manchester Utd,Newcastle Utd,90.0,0.0,0.3,82.0
3673,Bruno Fernandes,Home,Matchweek 21,Manchester Utd,Wolves,31.0,0.4,0.1,32.0
3674,Bruno Fernandes,Away,Matchweek 22,Manchester Utd,Aston Villa,88.0,0.2,0.1,70.0
3675,Bruno Fernandes,Away,Matchweek 17,Manchester Utd,Brentford,90.0,0.4,1.1,78.0
3676,Bruno Fernandes,Home,Matchweek 23,Manchester Utd,West Ham,90.0,0.1,0.4,67.0
3677,Bruno Fernandes,Away,Matchweek 24,Manchester Utd,Burnley,90.0,0.2,0.3,86.0
3678,Bruno Fernandes,Home,Matchweek 25,Manchester Utd,Southampton,90.0,0.0,0.1,55.0
3679,Bruno Fernandes,Home,Matchweek 18,Manchester Utd,Brighton,90.0,0.9,0.5,74.0
3680,Bruno Fernandes,Away,Matchweek 26,Manchester Utd,Leeds United,90.0,0.4,0.0,49.0
3681,Bruno Fernandes,Home,Matchweek 27,Manchester Utd,Watford,90.0,1.0,0.6,94.0
3682,Bruno Fernandes,Away,Matchweek 28,Manchester Utd,Manchester City,90.0,0.0,0.3,40.0
