,Name,Venue,Round,Squad,Opponent,Min,PSxG
1211,Jason Steele,Home,Matchweek 5,Brighton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1212,Jason Steele,Away,Matchweek 6,Brighton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
1213,Jason Steele,Home,Matchweek 7,Brighton,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
1214,Jason Steele,Away,Matchweek 8,Brighton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
1215,Jason Steele,Home,Matchweek 9,Brighton,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1216,Jason Steele,Away,Matchweek 10,Brighton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1217,Jason Steele,Home,Matchweek 11,Brighton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1218,Jason Steele,Away,Matchweek 12,Brighton,Aston Villa,90,1.2
1219,Jason Steele,Home,Matchweek 13,Brighton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
1220,Jason Steele,Away,Matchweek 14,Brighton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1221,Jason Steele,Away,Matchweek 15,Brighton,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
1222,Jason Steele,Away,Matchweek 20,Brighton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
1223,Jason Steele,Away,Matchweek 21,Brighton,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
1224,Jason Steele,Away,Matchweek 25,Brighton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
1225,Jason Steele,Away,Matchweek 18,Brighton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1226,Jason Steele,Home,Matchweek 26,Brighton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
1227,Jason Steele,Home,Matchweek 27,Brighton,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
1228,Jason Steele,Away,Matchweek 28,Brighton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1229,Jason Steele,Home,Matchweek 29,Brighton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1230,Jason Steele,Home,Matchweek 16,Brighton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
1231,Jason Steele,Home,Matchweek 31,Brighton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
1232,Jason Steele,Away,Matchweek 32,Brighton,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
1233,Jason Steele,Away,Matchweek 33,Brighton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
1234,Jason Steele,Away,Matchweek 30,Brighton,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1235,Jason Steele,Home,Matchweek 34,Brighton,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
1236,Jason Steele,Away,Matchweek 35,Brighton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
1237,Jason Steele,Home,Matchweek 36,Brighton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1238,Jason Steele,Away,Matchweek 37,Brighton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
1239,Jason Steele,Home,Matchweek 38,Brighton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1240,Jed Steer,Away,Matchweek 1,Aston Villa,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
1241,Jed Steer,Home,Matchweek 2,Aston Villa,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1242,Jed Steer,Home,Matchweek 3,Aston Villa,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
1243,Jed Steer,Away,Matchweek 4,Aston Villa,Chelsea,90,1.8
1244,Jed Steer,Home,Matchweek 5,Aston Villa,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
1245,Jed Steer,Away,Matchweek 6,Aston Villa,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1246,Jed Steer,Away,Matchweek 7,Aston Villa,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
1247,Jed Steer,Home,Matchweek 8,Aston Villa,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
1248,Jed Steer,Away,Matchweek 9,Aston Villa,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
1249,Jed Steer,Home,Matchweek 10,Aston Villa,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1250,Jed Steer,Away,Matchweek 11,Aston Villa,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
1251,Jed Steer,Home,Matchweek 12,Aston Villa,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
1252,Jed Steer,Away,Matchweek 13,Aston Villa,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
1253,Jed Steer,Home,Matchweek 14,Aston Villa,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1254,Jed Steer,Home,Matchweek 15,Aston Villa,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1255,Jed Steer,Away,Matchweek 16,Aston Villa,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1256,Jed Steer,Home,Matchweek 19,Aston Villa,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
1257,Jed Steer,Away,Matchweek 21,Aston Villa,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
1258,Jed Steer,Home,Matchweek 22,Aston Villa,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1259,Zack Steffen,Away,Matchweek 1,Manchester City,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
1260,Zack Steffen,Home,Matchweek 2,Manchester City,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
1261,Zack Steffen,Home,Matchweek 3,Manchester City,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
1262,Zack Steffen,Away,Matchweek 6,Manchester City,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
1263,Zack Steffen,Away,Matchweek 7,Manchester City,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1264,Zack Steffen,Home,Matchweek 8,Manchester City,Burnley,90,0.3
1265,Zack Steffen,Away,Matchweek 9,Manchester City,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
1266,Zack Steffen,Home,Matchweek 10,Manchester City,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
1267,Zack Steffen,Away,Matchweek 11,Manchester City,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1268,Zack Steffen,Home,Matchweek 12,Manchester City,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
1269,Zack Steffen,Home,Matchweek 13,Manchester City,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1270,Zack Steffen,Away,Matchweek 14,Manchester City,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
1271,Zack Steffen,Away,Matchweek 15,Manchester City,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
1272,Zack Steffen,Home,Matchweek 16,Manchester City,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
1273,Zack Steffen,Home,Matchweek 17,Manchester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
1274,Zack Steffen,Away,Matchweek 18,Manchester City,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1275,Zack Steffen,Home,Matchweek 19,Manchester City,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1276,Zack Steffen,Away,Matchweek 20,Manchester City,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
1277,Zack Steffen,Away,Matchweek 21,Manchester City,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
1278,Zack Steffen,Home,Matchweek 22,Manchester City,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
1279,Zack Steffen,Home,Matchweek 24,Manchester City,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
1280,Zack Steffen,Away,Matchweek 29,Manchester City,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
1281,Zack Steffen,Away,Matchweek 31,Manchester City,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
1282,Zack Steffen,Home,Matchweek 32,Manchester City,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1283,Zack Steffen,Home,Matchweek 30,Manchester City,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
1284,Zack Steffen,Home,Matchweek 34,Manchester City,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
1285,Zack Steffen,Away,Matchweek 35,Manchester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
1286,Zack Steffen,Home,Matchweek 36,Manchester City,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1287,Zack Steffen,Away,Matchweek 33,Manchester City,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
1288,Zack Steffen,Away,Matchweek 37,Manchester City,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1289,Danny Ward,Home,Matchweek 1,Leicester City,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
1290,Danny Ward,Away,Matchweek 2,Leicester City,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1291,Danny Ward,Away,Matchweek 3,Leicester City,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
1292,Danny Ward,Home,Matchweek 4,Leicester City,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play"
1293,Danny Ward,Away,Matchweek 5,Leicester City,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
1294,Danny Ward,Home,Matchweek 6,Leicester City,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
1295,Danny Ward,Away,Matchweek 7,Leicester City,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play"
1296,Danny Ward,Home,Matchweek 8,Leicester City,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1297,Danny Ward,Away,Matchweek 9,Leicester City,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play"
1298,Danny Ward,Home,Matchweek 10,Leicester City,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play"
1299,Danny Ward,Away,Matchweek 11,Leicester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
1300,Danny Ward,Home,Matchweek 12,Leicester City,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
1301,Danny Ward,Home,Matchweek 13,Leicester City,Watford,"On matchday squad, but did not play","On matchday squad, but did not play"
1302,Danny Ward,Away,Matchweek 14,Leicester City,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
1303,Danny Ward,Away,Matchweek 15,Leicester City,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
1304,Danny Ward,Home,Matchweek 16,Leicester City,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
1305,Danny Ward,Home,Matchweek 20,Leicester City,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1306,Danny Ward,Home,Matchweek 17,Leicester City,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
1307,Danny Ward,Home,Matchweek 23,Leicester City,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play"
1308,Danny Ward,Away,Matchweek 24,Leicester City,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play"
1309,Danny Ward,Home,Matchweek 25,Leicester City,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play"
1310,Danny Ward,Away,Matchweek 26,Leicester City,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play"
1311,Danny Ward,Away,Matchweek 22,Leicester City,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play"
1312,Danny Ward,Home,Matchweek 28,Leicester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play"
1313,Danny Ward,Away,Matchweek 18,Leicester City,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
1314,Danny Ward,Home,Matchweek 34,Leicester City,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play"
1315,Danny Ward,Away,Matchweek 35,Leicester City,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play"
1316,Danny Ward,Home,Matchweek 36,Leicester City,Everton,"On matchday squad, but did not play","On matchday squad, but did not play"
1317,Danny Ward,Home,Matchweek 21,Leicester City,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play"
1318,Danny Ward,Away,Matchweek 37,Leicester City,Watford,90,1.3
1319,Danny Ward,Away,Matchweek 27,Leicester City,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play"
1320,Danny Ward,Home,Matchweek 38,Leicester City,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play"
1321,Freddie Woodman,Home,Matchweek 1,Newcastle Utd,West Ham,90,3.1
1322,Freddie Woodman,Away,Matchweek 2,Newcastle Utd,Aston Villa,90,1.4
1323,Freddie Woodman,Home,Matchweek 3,Newcastle Utd,Southampton,90,2.0
1324,Freddie Woodman,Away,Matchweek 4,Newcastle Utd,Manchester Utd,90,2.2
1325,Freddie Woodman,Home,Matchweek 19,Newcastle Utd,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play"
